wine_id,wine_name,wine_winery,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol
3598962,Marius Rouge,Dourbie,Frankreich,Languedoc,2018,red,10.95,0.0
22447,Bolgheri Superiore,Ornellaia,Italien,Bolgheri Superiore,2011,red,499.0,14.5
1159973,Bordeaux Supérieur,Château de Ribebon,Frankreich,Bordeaux Supérieur,2018,red,9.85,14.5
13971,Trebbiano d'Abruzzo,Emidio Pepe,Italien,Trebbiano d'Abruzzo,2016,white,57.0,12.0
3641284,Coste di Moro Montepulciano d'Abruzzo,Lunaria,Italien,Montepulciano d'Abruzzo,2016,red,6.4,14.3
98147,Santenay-Beauregard Premier Cru Blanc,Domaine Roger Belland,Frankreich,Santenay 1er Cru 'Beauregard',2018,white,31.0,0.0
1134028,Blanco,Viña Costeira,Spanien,Ribeiro,2020,white,8.75,11.0
1100228,Rioja Gran Reserva,Montecillo,Spanien,Rioja,2010,red,18.45,13.5
1700639,Botmaskop,Delaire Graff,Südafrika,Stellenbosch,2018,red,24.9,14.5
44024,Felino Chardonnay,Viña Cobos,Argentinien,Mendoza,2017,white,19.5,14.5
1558515,Doria,Marrenon,Frankreich,Luberon,2018,white,9.95,13.0
1772933,Blanc,Mas de Daumas Gassac,Frankreich,Hérault,2015,white,49.0,0.0
1879,Malbec,Alamos,Argentinien,Mendoza,2016,red,7.5,12.5
100369,Barolo Gallinotto,Mauro Molino,Italien,Barolo,2017,red,42.9,13.5
1109205,Jacobus Riesling Trocken,Peter Jakob Kühn,Deutschland,Rheingau,2019,white,12.82,12.2
3933104,Purgatori Costers del Segre,Familia Torres,Spanien,Costers del Segre,2017,red,39.0,14.5
2619234,Aristargos,David & Nadia,Südafrika,Swartland,2017,white,28.27,13.0
1135311,Crianza,Cune (CVNE),Spanien,Rioja,2017,red,8.14,13.5
5959790,Olli,Feudo Maccari,Italien,Sizilien,2019,white,10.05,13.0
2130558,Gelblack Riesling Trocken,Schloss Johannisberg,Deutschland,Rheingau,2018,white,16.97,12.5
77460,Chianti Classico,Isole e Olena,Italien,Chianti Classico,2016,red,22.9,14.0
1273509,Idisma Drios Assyrtiko,Wine Art Estate,Griechenland,Drama,2019,white,12.99,13.5
1515608,Molamatta Collio Bianco,Marco Felluga,Italien,Collio,2015,white,28.99,13.5
3813367,Turmhof Pinot Grigio,Tiefenbrunner,Italien,Südtirol - Alto Adige,2019,white,12.4,13.5
7462404,Tonneau,Dreissigacker,Deutschland,Rheinhessen,2016,white,27.9,0.0
1207089,Verdejo,Nebla,Spanien,Castilla y León,2019,white,6.75,0.0
1691007,Kiedrich Klosterberg Riesling Trocken,Robert Weil,Deutschland,Rheingau,2016,white,25.95,8.0
1174007,Merlot,Castello di Buttrio,Italien,Colli Orientali del Friuli,2016,red,12.3,0.0
79520,Where Dreams have no end (W... Dreams...),Jermann,Italien,Venezia Giulia,2018,white,47.9,13.0
2385417,Hirschvergnügen Grüner Veltliner,Hirsch,Österreich,Kamptal,2020,white,10.2,11.5
1170205,Elevation 393,De Trafford,Südafrika,Stellenbosch,2012,red,48.95,15.0
1244,Bin 28 Kalimna Shiraz,Penfolds,Australien,Barossa Valley,2018,red,37.5,14.5
1939379,Branco,Poeira,Portugal,Douro,2015,white,28.93,0.0
1703619,Tinto (Touriga Nacional - Syrah - Aragonez),Ciconia,Portugal,Alentejano,2018,red,5.18,13.5
1390036,Etna Santo Spirito Rosso,Tenuta delle Terre Nere,Italien,Ätna,2019,red,33.9,14.5
24265,Wehlener Sonnenuhr Riesling Spätlese,Dr. Loosen,Deutschland,Mosel,2019,white,18.9,8.0
1194168,Colombard - Ugni Blanc,Château de Millet,Frankreich,Côtes de Gascogne,2020,white,5.5,0.0
2664751,Pinot Bianco,Wilhelm Walch,Italien,Südtirol - Alto Adige,2020,white,11.35,13.0
6277,Director's Cut Cabernet Sauvignon,Francis Ford Coppola Winery,Vereinigte Staaten,Sonoma County,2018,red,29.900000000000002,14.5
1189551,Barolo,Ascheri,Italien,Barolo,2017,red,24.99,14.5
1188172,Château Grenouilles Chablis Grand Cru,La Chablisienne,Frankreich,Chablis Grand Cru,2015,white,84.38,0.0
3497714,Re Famoso Ravenna Bianco,Trere,Italien,Ravenna,2020,white,7.9,12.5
6260192,I Scuri Merlot,Borgo Molino,Italien,Venezia,2019,red,10.9,12.5
6891217,57 Gran Reserva,Campillo,Spanien,Rioja,2012,red,45.99,14.0
13793,Haut-Médoc (Grand Cru Classé),Château Cantemerle,Frankreich,Haut-Médoc,2010,red,44.4,13.0
2153016,Chardonnay,Domaines Astruc,Frankreich,Pays d'Oc,2019,white,6.7,12.5
1163304,San Valentín Garnacha,Familia Torres,Spanien,Catalunya,2019,red,6.79,13.5
19173,Dornfelder Halbtrocken,Anselmann,Deutschland,Pfalz,2019,red,7.99,13.5
87074,Gran Reserva Carmenère,TerraNoble,Chile,Maule Valley,2018,red,16.49,13.5
2328111,Valpolicella,Montecelli,Italien,Valpolicella,2018,red,5.96,0.0
1989135,Pinot Grigio,Jermann,Italien,Venezia Giulia,2019,white,16.95,13.0
1537321,Grüner Silvaner Trocken,Knewitz,Deutschland,Rheinhessen,2018,white,8.57,12.5
62474,LZ Rioja,Telmo Rodriguez,Spanien,Rioja,2019,red,9.99,14.0
91701,Violante Nero di Troia,Rivera,Italien,Castel del Monte,2018,red,7.5,13.0
1214612,Cellar Selection Marlborough Sauvignon Blanc,Sileni Estates,Neuseeland,Marlborough,2021,white,9.9,12.0
1612193,Maiorem,Piandaccoli,Italien,Toscana,2012,red,26.0,0.0
63124,Gaba do Xil Godello,Telmo Rodriguez,Spanien,Valdeorras,2019,white,10.5,13.0
1185731,Tinto,Lesegut,Spanien,Dominio de Valdepusa,2013,red,9.95,14.5
10249,Rioja Reserva,Marqués de Cáceres,Spanien,Rioja,2012,red,14.9,13.5
1606671,Momi Maremma Toscana,Tenute Guicciardini Strozzi,Italien,Maremma Toscana,2018,red,9.9,13.0
1190149,Maximin Herrenberg 1896 Riesling Alte Reben,Carl Loewen,Deutschland,Mosel,2019,white,23.5,0.0
1817266,Don David Reserve Malbec,El Esteco,Argentinien,Cafayate Valley,2020,red,10.9,0.0
1693,Castello della Sala San Giovanni della Sala Classico Superiore,Antinori,Italien,Orvieto,2020,white,13.9,12.0
1169749,Haut-Médoc,Château Troupian,Frankreich,Haut-Médoc,2018,red,12.5,14.0
5125281,Gevrey-Chambertin Vieilles Vignes,Domaine Faiveley,Frankreich,Gevrey-Chambertin,2019,red,42.9,13.5
1148021,Mantele Sauvignon,Nals Margreid,Italien,Südtirol - Alto Adige,2019,white,16.85,14.5
5235640,Deidesheimer Riesling,Von Winning,Deutschland,Pfalz,2019,white,13.0,0.0
7255299,Chablis,Domaine William Fèvre,Frankreich,Chablis,2018,white,22.9,13.0
10549,Chardonnay,Les Jamelles,Frankreich,Pays d'Oc,2020,white,6.9,13.5
6996063,Seaward Pinotage,Spier,Südafrika,Küstenregion,2017,red,11.5,14.0
1498711,Riesling Charta,Barth,Deutschland,Rheingau,2018,white,13.29,12.0
2151834,La Casetta Valpolicella Ripasso Classico Superiore,Domini Veneti,Italien,Valpolicella Ripasso Classico,2018,red,16.5,14.0
1694794,Gran Verano Sauvignon Blanc,Apaltagua,Chile,Central Valley,2019,white,6.95,13.5
1650577,Piesporter Riesling Trocken,Weingut Hain,Deutschland,Piesport,2018,white,9.95,0.0
4950872,Vom Vulkan,Gut Hermannsberg,Deutschland,Nahe,2020,white,14.95,12.5
2314150,Bicicleta Sauvignon Blanc,Cono Sur,Chile,Central Valley,2017,white,6.9,12.6
1981459,Gewürztraminer,Villa Wolf,Deutschland,Pfalz,2019,white,10.0,12.0
13868,Barrel Reserve 60/40 Cabernet Sauvignon - Merlot,Santa Ema,Chile,Maipo Valley,2018,red,8.9,13.5
5076,Le Difese,Tenuta San Guido,Italien,Toscana,2016,red,20.23,13.5
1674594,Muscat Alsace Signature,Wolfberger,Frankreich,Elsass,2019,white,7.9,11.5
6729202,Pantocrator,Tarón,Spanien,Rioja Alta,2005,red,23.9,13.5
6141274,Xarel-Lo,Can Sumoi,Spanien,Penedès,2017,white,24.95,12.5
11001,Castillo Ygay Gran Reserva Especial Tinto,Marqués de Murrieta,Spanien,Rioja,2009,red,224.4,14.0
5643278,Private Selection Vinhas Velhas Branco,Paulo Laureano,Portugal,Alentejo,2018,white,15.52,0.0
1209241,Plansel Selecta Colheita Seleccionada Touriga Nacional,Quinta da Plansel,Portugal,Alentejano,2018,red,17.5,0.0
5544434,Loggia del Sole Governo All'Uso Toscana,Le Chiantigiane,Italien,Toscana,2018,red,12.05,13.5
1175979,Barriu Isola dei Nuraghi,Surrau,Italien,Isola dei Nuraghi,2014,red,22.46,14.5
1586363,Aglianico Campania,Villa Raiano,Italien,Campania,2018,red,9.9,13.5
2494537,Bush Vines Chenin Blanc,Kleine Zalze,Südafrika,Stellenbosch,2019,white,12.5,13.1
4789,Sedàra,Donnafugata,Italien,Sizilien,2016,red,8.6,14.0
1204867,Saint-Julien,Château Moulin de la Rose,Frankreich,Saint-Julien,2017,red,39.95,0.0
7093005,Schweigen Chardonnay,Friedrich Becker,Deutschland,Pfalz,2017,white,42.8,13.0
73860,Côtes Du Ventoux La Claretière Rouge,Pierre Amadieu,Frankreich,Ventoux,2018,red,7.65,14.0
1257889,Riesling Trocken (Gutswein),Dr. Von Bassermann-Jordan,Deutschland,Pfalz,2020,white,10.5,12.0
6328932,Bolgheri Superiore,Campo alle Comete,Italien,Bolgheri Superiore,2016,red,40.93,14.5
1133661,Poggio alle Mura Brunello di Montalcino,Banfi,Italien,Brunello di Montalcino,2013,red,39.9,14.0
1226757,Il Gruccione Lugana,Nunzio Ghiraldi,Italien,Lugana,2020,white,11.0,13.0
6145317,Suadens Campania Rosso,Nativ,Italien,Campania,2019,red,14.8,13.0
2882799,Bassus Finca Casilla Herrera,Hispano Suizas,Spanien,Valencia,2016,red,29.95,13.5
1175007,Regolo Valpolicella Ripasso Superiore,Sartori di Verona,Italien,Valpolicella Ripasso,2018,red,10.4,13.5
19265,Barbaresco,Produttori del Barbaresco,Italien,Barbaresco,2016,red,34.9,14.5
1290197,Pimpala Road Shiraz,Geoff Merrill,Australien,South Australia,2017,red,9.95,14.0
5235408,Ungeheuer Riesling GG,Dr. Von Bassermann-Jordan,Deutschland,Pfalz,2018,white,38.9,13.0
3067114,Laurens Campher,Muratie,Südafrika,Stellenbosch,2018,white,12.99,14.0
1180038,Florés Sancerre,Vincent Pinard,Frankreich,Sancerre,2019,white,30.5,13.0
13971,Trebbiano d'Abruzzo,Emidio Pepe,Italien,Trebbiano d'Abruzzo,2012,white,100.0,0.0
1135140,Chardonnay (Reserva),Casillero del Diablo,Chile,Casablanca Valley,2019,white,8.5,13.5
79266,Moulis-en-Médoc,Château Chasse-Spleen,Frankreich,Moulis-en-Médoc,2012,red,57.5,13.0
1694049,Chenin Blanc (Free-Run Steen),MAN,Südafrika,Küstenregion,2018,white,5.5,12.5
77679,Gewürztraminer Lunare,Terlan (Terlano),Italien,Südtirol - Alto Adige,2019,white,36.85,15.0
15095,Sharis,Livio Felluga,Italien,delle Venezie,2020,white,12.3,13.0
5069592,Sin Nombre,Micro Bio (MicroBio),Spanien,Castilla y León,2018,white,25.5,13.5
2422,Chardonnay,Robert Mondavi,Vereinigte Staaten,Napa Valley,2017,white,34.0,14.5
7377476,Falco Arinto,Quinta da Raza,Portugal,Vinho Verde,2020,white,8.7,0.0
7255098,Nierstein Riesling,Kühling-Gillot,Deutschland,Rheinhessen,2020,white,22.9,12.0
8377,Castel Firmian Marzemino Trentino,Mezzacorona,Italien,Trentino,2018,red,6.25,12.0
4733308,Im Pitterberg  Riesling GG,Kruger-Rumpf,Deutschland,Nahe,2019,white,33.0,0.0
1633319,Nero d'Avola,Cusumano,Italien,Terre Siciliane,2016,red,7.5,13.5
3957489,Froi Barbera d'Alba Superiore,Rivetti Massimo,Italien,Barbera d'Alba,2018,red,10.9,0.0
2233701,Lagar de Darei Branco,Darei,Portugal,Dão,2018,white,9.3,0.0
1169235,El Picaro,Matsu,Spanien,Toro,2020,red,7.4,14.5
12483,Lirac,Château Mont-Redon,Frankreich,Lirac,2018,red,19.9,14.5
1225920,Klevner Réserve Pinot Blanc,Cave Vinicole de Hunawihr,Frankreich,Elsass,2019,white,12.5,12.0
2802810,Pago de los Balagueses Syrah,Vegalfaro,Spanien,Utiel-Requena,2017,red,19.9,14.5
4362739,Talò Negroamaro,San Marzano,Italien,Salento,2020,red,8.9,13.5
1145223,Riesling Alsace Signature,Wolfberger,Frankreich,Elsass,2019,white,7.94,12.5
1909536,Roter Veltliner Klassik,Leth,Österreich,Wagram,2020,white,9.99,12.5
1635822,Periquita Tinto (Original),José Maria da Fonseca,Portugal,Península de Setúbal,2018,red,6.5,13.0
6245775,Minervois,Château Puichéric,Frankreich,Minervois,2016,red,7.95,13.0
2619055,Markus Pfaffmann Grauburgunder Trocken,Karl Pfaffmann,Deutschland,Pfalz,2020,white,6.6,12.5
9538990,Chateau Haut Boutisse Saint-Émilion Grand Cru,Château Palais Cardinal,Frankreich,Saint-Émilion Grand Cru,2018,red,19.99,13.5
1218213,Eins Zwei Dry Riesling,Leitz,Deutschland,Rheingau,2016,white,8.9,12.0
1167593,Barrica Ribera del Duero,Balbas,Spanien,Ribera del Duero,2019,red,12.14,14.5
7193838,Pinot Grigio Valdadige,Il Casato,Italien,Valdadige,2020,white,7.95,13.0
14235,Westhofener Riesling Trocken,Wittmann,Deutschland,Rheinhessen,2019,white,22.0,12.5
2061837,I Gran Reserva,Bodegas Faustino,Spanien,Rioja,1994,red,18.95,13.5
78739,Passo delle Mule Nero d'Avola,Duca di Salaparuta,Italien,Terre Siciliane,2019,red,11.5,14.0
4985,Cometa,Planeta,Italien,Menfi,2016,white,21.9,14.0
4414303,La Bestia Governo All'Uso Toscano,Il Cinghiale Sfuggente Governo,Italien,Toscana,2020,red,9.95,0.0
1512980,Fantini Sangiovese Terre di Chieti,Farnese,Italien,Terre di Chieti,2020,red,6.43,12.5
1983760,Touriga Nacional,Quinta da Romaneira,Portugal,Douro,2017,red,34.99,13.5
4229979,Ruppertsberger Riesling,Fußer,Deutschland,Pfalz,2017,white,10.31,12.5
3704,Terras Gauda O Rosal,Terras Gauda,Spanien,Rías Baixas,2020,white,13.99,12.5
1198083,Groenekloof Shiraz,Neil Ellis,Südafrika,Groenekloof,2017,red,10.9,14.0
1287516,Muga Blanco,Muga,Spanien,Rioja,2016,white,10.9,13.5
1596506,Fym,Môreson,Südafrika,Franschhoek,2017,white,34.9,14.0
1766011,Alicante Bouschet,Herdade de São Miguel,Portugal,Alentejano,2019,red,12.5,0.0
3023999,Krain Sauvignon,Wilhelm Walch,Italien,Südtirol - Alto Adige,2020,white,12.33,13.0
1914339,Riesling Rüdesheim Berg Rottland GG,Künstler,Deutschland,Rheingau,2018,white,36.9,12.0
2808720,Class A Grauburgunder,Neverland,Deutschland,Rheinhessen,2018,white,13.0,13.0
16614,Chablis 1er Cru 'Mont de Milieu',La Chablisienne,Frankreich,Chablis 1er Cru 'Mont de Milieu',2018,white,29.5,13.0
1486705,Verdejo,Cune (CVNE),Spanien,Rueda,2020,white,5.61,12.7
1286379,Verdejo,José Pariente,Spanien,Rueda,2019,white,10.88,13.0
13898,Barolo Marcenasco,Renato Ratti,Italien,Barolo,2014,red,43.9,13.5
1155076,Chenin Blanc,Stellenrust,Südafrika,Stellenbosch,2020,white,6.9,13.5
4318240,Vermentino - Chardonnay,Tenuta Montecchiesi,Italien,Toscana,2020,white,11.0,0.0
1135982,Rioja Gran Reserva,Marqués de Riscal,Spanien,Rioja,2015,red,32.9,14.5
1597723,Rouge,Domaine de l'Horizon,Frankreich,Côtes Catalanes,2013,red,43.6,13.5
6668994,Vieilles Vignes Côtes du Rhône,Cellier des Princes,Frankreich,Côtes-du-Rhône,2020,red,9.9,0.0
4506,Grand Estates Cabernet Sauvignon,Columbia Crest,Vereinigte Staaten,Columbia Valley,2014,red,12.45,13.5
1210531,Ronco delle Cime Friulano,Venica & Venica,Italien,Collio,2020,white,19.95,14.0
1228565,Saint-Émilion Grand Cru,Château Tour Chantecaille,Frankreich,Saint-Émilion Grand Cru,2015,red,20.5,0.0
3962,Napa Valley Estate Chardonnay,The Hess Collection,Vereinigte Staaten,Napa Valley,2019,white,18.9,14.0
1972405,Bourgogne Aligoté,Domaine Sylvain Langoureau,Frankreich,Bourgogne Aligoté,2019,white,10.5,12.0
3026602,Grand Cru Limarí,Caballo Loco,Chile,Limarí Valley,2016,red,27.9,14.5
23076,Sancerre Rouge,Pascal Jolivet,Frankreich,Sancerre,2016,red,21.9,13.0
1204956,Vinya La Scala Gran Reserva Cabernet Sauvignon,Jean Leon,Spanien,Penedès,2013,red,45.9,14.5
1182385,Il Bosco Syrah,Tenimenti d’Alessandro,Italien,Cortona,2013,red,29.95,14.0
1136900,Toscana Vermentino,La Spinetta,Italien,Toscana,2019,white,14.4,13.0
2347332,Bastide Miraflors Vieilles Vignes Syrah - Grenache,Domaine Lafage,Frankreich,Côtes Catalanes,2018,red,9.89,14.5
1137169,Rioja Reserva,Imperial,Spanien,Rioja,2015,red,21.99,14.0
1547625,Chiaramonte Inzolia Sicilia,Firriato,Italien,Terre Siciliane,2020,white,8.59,12.5
1751166,Fonte da Serrana Tinto,Monte da Ravasqueira,Portugal,Alentejano,2019,red,5.98,13.5
38484,Chardonnay,Gallo Family Vineyards,Vereinigte Staaten,Kalifornien,2019,white,6.26,13.0
1126125,Prado Enea Gran Reserva,Muga,Spanien,Rioja,2011,red,59.0,13.5
5172306,Oestricher Klosterberg Riesling Trocken,Peter Jakob Kühn,Deutschland,Rheingau,2018,white,24.9,13.5
1586207,Seddon Vineyard Pinot Noir,Villa Maria,Neuseeland,Marlborough,2018,red,34.9,12.0
4470441,Passobianco,Passopisciaro,Italien,Terre Siciliane,2015,white,26.95,13.5
1221332,Brolettino Lugana,Cà dei Frati,Italien,Lugana,2018,white,14.9,0.0
3742579,Red Blend,The Winemaker's Secret Barrels,Chile,Central Valley,N.V.,red,6.99,13.0
1223777,Bourgogne Hautes-Côtes de Beaune,Bouchard Père & Fils,Frankreich,Bourgogne Hautes-Côtes de Beaune,2018,red,17.65,12.5
1151643,Rabigato,CARM,Portugal,Douro,2016,white,13.27,0.0
93043,Urban Lagrein,Tramin,Italien,Südtirol - Alto Adige,2018,red,35.81,13.5
1252056,Tokaji Dry,Château Dereszla,Ungarn,Tokaj,2015,white,11.25,13.0
2824697,Pinot Grigio,Puiatti,Italien,Collio,2020,white,9.95,13.0
1259235,Red Blend,Caballo Loco,Chile,Lontue Valley,N.V.,red,34.95,14.5
1153166,Riesling Trocken,Dr. Bürklin-Wolf,Deutschland,Pfalz,2018,white,13.99,12.5
1878628,Vernissage,Holden Manz,Südafrika,Franschhoek,2015,red,10.9,14.0
1242847,Frühlingsplätzchen Riesling GG,Emrich-Schönleber,Deutschland,Nahe,2017,white,41.0,12.0
1890401,Amarone della Valpolicella Classico,Biscardo,Italien,Amarone della Valpolicella Classico,2016,red,25.37,15.5
1477,Serrata,Belguardo,Italien,Colli della Toscana Centrale,2016,red,9.95,13.0
24043,Sauvignon Blanc,Paul Mas,Frankreich,Pays d'Oc,2020,white,5.5,12.0
5794732,Graue Freyheit,Heinrich,Österreich,Neusiedlersee,2018,white,29.5,12.5
1199328,Merlot,Gallo Family Vineyards,Vereinigte Staaten,Kalifornien,2019,red,6.42,12.5
1193180,Classic Pinot Gris,Hugel,Frankreich,Elsass,2018,white,16.8,14.5
1170241,The Glass Collection Syrah,Glenelly,Südafrika,Stellenbosch,2017,red,11.55,14.7
2407115,Chardonnay Bourgogne,Labouré-Roi,Frankreich,Bourgogne,2020,white,12.99,12.5
2073606,Tributo,Rui Reguinga,Portugal,Almeirim,2018,red,24.15,14.5
8048891,Bosco Satrano Fiano de Avellino,Villa Raiano,Italien,Fiano de Avellino,2017,white,19.95,13.0
5910633,Appassito Fiano,Masso Antico,Italien,Salento,2020,white,7.95,13.5
73757,Founders' Estate Cabernet Sauvignon,Beringer,Vereinigte Staaten,Kalifornien,2019,red,12.25,13.5
61134,Barolo,Prunotto,Italien,Barolo,2016,red,37.9,14.0
24262,Dr. L Riesling,Dr. Loosen,Deutschland,Mosel,2020,white,9.5,8.5
5265270,Lifili Salice Salentino,a6mani,Italien,Salice Salentino,2020,red,7.95,0.0
1879,Malbec,Alamos,Argentinien,Mendoza,2015,red,7.5,13.5
5965066,El Abuelo Verdejo - Sauvignon Blanc,Bodegas Piqueras,Spanien,Almansa,2020,white,6.55,12.5
2094151,Ammasso Rosso Sicilia,Barone Montalto,Italien,Sizilien,2018,red,14.77,14.5
1150137,Cirò Bianco (Segno),Librandi,Italien,Cirò,2018,white,5.35,12.5
3415427,Alanera Rosso Veronese,Zenato,Italien,Rosso Veronese,2017,red,8.9,13.5
1175348,Pinot Grigio,Bottega Vinai,Italien,Trentino,2020,white,7.9,12.5
1184728,Perpetual,Familia Torres,Spanien,Priorat,2017,red,43.95,14.0
1421807,Poggio dei Gelsi Est!Est!Est! di Montefiascone,Falesco,Italien,Est! Est!! Est!!! di Montefiascone,2020,white,9.34,12.5
1799090,Shymer Syrah - Merlot,Baglio di Pianetto,Italien,Terre Siciliane,2016,red,13.5,14.0
8633047,Le Chant du Côt à la Négrette Rouge,Vinovalie,Frankreich,Fronton,2019,red,7.43,0.0
1542351,Mantel Blanco Sauvignon,Álvarez y Díez,Spanien,Rueda,2020,white,8.75,13.0
1621280,Sauvignon Blanc,Paul Cluver,Südafrika,Elgin,2019,white,10.9,13.9
17967,Grotta Rossa Carignano del Sulcis,Santadi,Italien,Carignano del Sulcis,2019,red,6.36,13.5
77032,Gran Reserva Rioja,Campillo,Spanien,Rioja,2012,red,35.6,14.0
1163958,Riesling Trocken,Wittmann,Deutschland,Rheinhessen,2019,white,11.5,12.0
63154,Basa Blanco,Telmo Rodriguez,Spanien,Rueda,2019,white,7.25,13.0
5093,Falanghina,Feudi di San Gregorio,Italien,Falanghina del Sannio,2020,white,8.9,13.0
1693678,Gran Reserva Cabernet Sauvignon,Santa Ema,Chile,Maipo Valley,2018,red,9.9,13.5
3336019,Appassimento Organico Rosso,Passi-Reali,Italien,Abruzzo,2019,red,10.85,14.5
15944,Brunello di Montalcino,La Gerla,Italien,Brunello di Montalcino,2015,red,45.9,14.0
1175699,Alvarinho,Soalheiro,Portugal,Monção e Melgaço,2020,white,14.27,12.5
15786,Ungeheuer GG,Reichsrat von Buhl,Deutschland,Pfalz,2018,white,30.78,0.0
1233860,Famiglia Zingarelli Chianti Classico,Rocca delle Macìe,Italien,Chianti Classico,2018,red,8.95,13.5
1244210,Predicat,Cellers Grifoll Declara,Spanien,Priorat,2016,red,12.5,14.0
76303,Cerro Añon Rioja Gran Reserva,Bodegas Olarra,Spanien,Rioja,2011,red,14.65,14.0
4113,Bordeaux Rouge,Mouton Cadet,Frankreich,Bordeaux,2017,red,9.9,13.5
1308556,Tator Primitivo,Poggio le Volpi,Italien,Salento,2020,red,11.84,14.5
1209852,Chenin Blanc,De Trafford,Südafrika,Stellenbosch,2018,white,21.21,13.6
7775,Côtes-du-Rhône Blanc,E. Guigal,Frankreich,Côtes-du-Rhône,2012,white,14.04,14.0
1169928,Lasendal Selecció,Celler de Capçanes,Spanien,Montsant,2018,red,8.95,14.5
2049511,Chardonnay Somontano,Viñas del Vero,Spanien,Somontano,2020,white,7.86,13.0
79966,Barbera d'Alba Gisep,Massolino,Italien,Barbera d'Alba,2017,red,29.9,0.0
1752790,Tenuta Guado al Tasso Cont'Ugo Bolgheri,Antinori,Italien,Bolgheri,2017,red,35.9,14.5
3286550,Saint-Estèphe,Château Capbern,Frankreich,Saint-Estèphe,2018,red,29.9,15.0
2664732,Fundament Spätburgunder Trocken,Wageck-Pfaffmann,Deutschland,Pfalz,2016,red,8.200000000000001,13.0
3031713,Kaisermantel Grauburgunder,Dr. Koehler,Deutschland,Rheinhessen,2020,white,6.25,13.0
13893,Dolcetto d'Alba Colombé,Renato Ratti,Italien,Dolcetto d'Alba,2020,red,11.9,0.0
2432590,Chardonnay,Aaldering,Südafrika,Stellenbosch,2018,white,19.9,13.9
2528,120 Reserva Especial Cabernet Sauvignon,Santa Rita,Chile,Central Valley,2019,red,6.95,13.4
98579,Reserva Sauvignon Blanc,Caliterra,Chile,Colchagua Valley,2019,white,6.19,13.0
6364475,Grüner Veltliner ZEISEN Weinviertel DAC,Weingut R&A Pfaffl,Österreich,Weinviertel,2020,white,8.9,13.0
1122030,Lugana,Ottella,Italien,Lugana,2019,white,9.65,12.5
1245550,PSI,Dominio de Pingus,Spanien,Ribera del Duero,2011,red,29.9,14.0
1200605,Tinto,Conde Villar,Portugal,Alentejano,2019,red,5.9,13.5
1196154,La Petite Perrière Sauvignon Blanc,La Perrière,Frankreich,Vin de France,2020,white,6.99,12.5
7122122,White,Prayers Of Sinners & Saints,Vereinigte Staaten,Washington,2018,white,9.5,13.5
1146552,Pinotage,Durbanville Hills,Südafrika,Durbanville,2018,red,7.09,14.1
81842,Vulcaia Fume Sauvignon del Veneto,Inama Azienda Agricola,Italien,Veneto,2018,white,32.49,15.0
3999923,Chardonnay,Les Crêtes,Italien,Valle D'aosta,2020,white,14.5,14.0
74346,Cos d'Estournel,Cos d'Estournel,Frankreich,Saint-Estèphe,2006,red,179.0,13.5
1245076,R de Rieussec,Château Rieussec,Frankreich,Bordeaux,2018,white,24.85,12.0
1175699,Alvarinho,Soalheiro,Portugal,Monção e Melgaço,2018,white,14.27,12.5
1713019,Appassimento Rosso,Luna Argenta,Italien,Terre Siciliane,2020,red,7.84,13.5
7093005,Schweigen Chardonnay,Friedrich Becker,Deutschland,Pfalz,2018,white,23.5,13.5
7374311,Estate Riesling Trocken,Wittmann,Deutschland,Rheinhessen,2020,white,12.95,0.0
1255594,Vinha Centenária Reserva Branco,Dona Berta,Portugal,Douro,2010,white,24.74,0.0
1956802,Gavi del Comune di Gavi,Olim Bauda,Italien,Gavi,2020,white,11.95,13.5
1489864,Tenuta Regaleali Chardonnay Vigna San Francesco,Tasca d'Almerita,Italien,Contea di Sclafani,2018,white,29.9,14.0
35374,Tres Picos Garnacha,Borsao Bodegas,Spanien,Campo de Borja,2017,red,15.99,15.5
2342567,Albariño,Zárate,Spanien,Rías Baixas,2019,white,15.95,13.0
1670059,Il Pino di Biserno,Biserno,Italien,Toscana,2018,red,49.95,14.5
1838847,Pinot Grigio,Torre Rosazza,Italien,Colli Orientali del Friuli,2018,white,14.2,12.5
4742632,Blanc de Noir,Weingut Pflüger,Deutschland,Pfalz,2020,white,10.5,11.5
92444,Raimonda Barbera d'Alba,Fontanafredda,Italien,Barbera d'Alba,2018,red,10.69,14.5
91004,Jesera Pinot Grigio,Venica & Venica,Italien,Collio,2020,white,15.95,0.0
2451454,Barolo,Ceretto,Italien,Barolo,2013,red,49.9,14.0
97916,Condrieu La Petite Côte,Yves Cuilleron,Frankreich,Condrieu,2018,white,24.95,13.5
9611463,90 Novantaceppi Moscato Bianco,Latentia Winery,Italien,Puglia,2020,white,5.76,0.0
1449539,Wehlener Sonnenuhr Riesling Spätlese,Joh. Jos. Prüm,Deutschland,Wehlen,2018,white,32.0,9.0
77516,Gigondas Vieilles Vignes,Tardieu-Laurent,Frankreich,Gigondas,2017,red,34.65,14.5
1580820,Refosco,La Roncaia,Italien,Colli Orientali del Friuli,2014,red,20.9,14.5
4106,Y Series Viognier,Yalumba,Australien,South Australia,2019,white,11.5,13.5
4520168,Chianti Classico Riserva,Vallepicciola,Italien,Chianti Classico,2017,red,22.5,0.0
1312576,Gundian Albariño,Adega Valdes,Spanien,Rías Baixas,2020,white,10.77,12.5
