wine_id,wine_name,wine_winery,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol
2991,Pouilly-Fuissé,Louis Jadot,Frankreich,Pouilly-Fuissé,2020,white,29.89,13.0
1750094,Bernkasteler Trocken,Weingüter Wegeler,Deutschland,Bernkastel,2019,white,12.81,12.5
3572025,Stielle Gran Selezione Chianti Classico,Rocca di Castagnoli,Italien,Chianti Classico,2015,red,34.9,14.0
1165142,Sancerre Blanc,Comte Lafond,Frankreich,Sancerre,2019,white,37.79,12.5
78042,Bosan Valpolicella Ripasso Superiore,Cesari,Italien,Valpolicella Ripasso,2017,red,19.5,14.0
7358676,Straden Sauvignon Blanc,Neumeister,Österreich,Steiermark,2020,white,15.9,12.5
5909866,La Forra Chianti Classico Riserva,Tenuta di Nozzole,Italien,Chianti Classico,2016,red,17.5,14.5
5246614,Grauburgunder,Friedrich Becker,Deutschland,Pfalz,2020,white,10.9,0.0
1224981,Palpite Reserva,Fitapreta,Portugal,Alentejano,2018,red,22.9,15.0
3853221,Edda 'Lei' Bianco,San Marzano,Italien,Salento,2020,white,11.8,13.5
75113,Signature Chenin Blanc,Spier,Südafrika,Stellenbosch,2020,white,6.75,13.7
20677,Les Vignes de Bila-Haut Côtes du Roussillon Villages,M. Chapoutier,Frankreich,Côtes du Roussillon Villages,2017,red,12.3,14.0
22548,Piodilei Chardonnay,Pio Cesare,Italien,Langhe,2017,white,31.9,13.5
6140834,Châteauneuf-du-Pape Pied De Baud,Domaine Santa Duc,Frankreich,Châteauneuf-du-Pape,2015,red,47.2,0.0
1783998,Filetto Chianti,Poggio Nicchiaia,Italien,Chianti,2017,red,9.5,13.5
4091,Pauillac (Grand Cru Classé),Château d'Armailhac,Frankreich,Pauillac,2010,red,101.4,13.5
2276042,Kaiserstuhl Weissburgunder,Weingut Holger Koch,Deutschland,Baden,2019,white,8.95,12.5
2155049,Sauvignon Blanc,Spottswoode,Vereinigte Staaten,North Coast,2019,white,42.9,0.0
1378916,Roble,Bodegas Vilano,Spanien,Ribera del Duero,2019,red,6.9,13.5
1756010,Wild Sauvignon,Greywacke,Neuseeland,Marlborough,2013,white,28.3,14.0
3123416,8 Vents Mallorca,Atlan & Artisan,Spanien,Mallorca,2018,red,19.0,15.0
77026,Mirto,Ramón Bilbao,Spanien,Rioja,2014,red,41.23,14.0
1408612,Red,Licinia,Spanien,Madrid,2015,red,28.99,15.0
950,The Boxer Shiraz,Mollydooker,Australien,McLaren Vale,2015,red,36.0,16.5
77812,Crianza,Izadi,Spanien,Rioja,2018,red,10.5,14.0
15087,Côtes du Rhône Rouge,Domaine Roche Audran,Frankreich,Côtes-du-Rhône,2019,red,9.5,13.5
23812,Aussières Blanc (Chardonnay),Château d’Aussières,Frankreich,Pays d'Oc,2014,white,7.8999999999999995,0.0
8133095,Essentiel Bordeaux Nature,Château Le Grand Verdus,Frankreich,Bordeaux,2018,red,12.5,14.0
35474,Special Cuvée Sauvignon Blanc,Springfield Estate,Südafrika,Robertson,2021,white,13.9,12.5
22917,Brunello di Montalcino,Banfi,Italien,Brunello di Montalcino,2012,red,28.89,14.0
3743,Casal di Serra Verdicchio dei Castelli di Jesi Classico Superiore,Umani Ronchi,Italien,Verdicchio dei Castelli di Jesi,2018,white,9.9,13.0
1124875,Rías Baixas Albariño,Martin Codax,Spanien,Rías Baixas,2020,white,9.85,12.0
1684223,Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild,Frankreich,Pauillac,1986,red,998.0,13.5
7976,Viña Alberdi Reserva,La Rioja Alta,Spanien,Rioja,2010,red,15.39,13.5
1705838,La Croix Vieilles Vignes Pouilly-Fuissé,Robert-Denogent,Frankreich,Pouilly-Fuissé,2016,white,31.0,13.5
1259463,Rias Baixas Albariño,Do Ferreiro (Bodegas Gerardo Mendez),Spanien,Rías Baixas,2017,white,13.9,13.0
6691097,Grappe Noire,Mukhrani,Georgien,Kakheti,2017,red,15.9,13.0
18469,Saar Riesling,Van Volxem,Deutschland,Mosel,2014,white,13.5,12.0
16261,Merlot,Backsberg,Südafrika,Paarl,2018,red,10.25,14.0
4476619,Family and Friends,Feudo Maccari,Italien,Terre Siciliane,2019,white,19.95,14.5
3195419,Merlot,Le Val,Frankreich,Vin de Pays,2019,red,5.76,13.0
1492309,Grüner Veltliner Federspiel,Rudi Pichler,Österreich,Wachau,2019,white,17.5,12.5
1101056,Brunello di Montalcino,Val di Suga,Italien,Brunello di Montalcino,2013,red,29.9,14.0
6349693,Enemigo Mío Garnacha,Casa Rojo,Spanien,Vino de España,2019,red,10.95,14.0
86877,Rioja Reserva,Luis Cañas,Spanien,Rioja,2015,red,12.85,14.5
8200701,Winkel Riesling Trocken,Schloss Vollrads,Deutschland,Rheingau,2018,white,12.95,12.5
1294142,Toscana Grifi,Avignonesi,Italien,Toscana,2017,red,38.0,14.0
1179758,Pi - 3.1415 Concejon Tinto,Bodegas Langa,Spanien,Aragón,2018,red,12.8,14.5
1265032,Sallier de La Tour Grillo,Tasca d'Almerita,Italien,Sizilien,2020,white,7.5,13.5
1486556,Crianza,Hacienda Grimon,Spanien,Rioja,2018,red,11.95,13.5
2770222,La Croix Picot Savennieres,Domaine FL,Frankreich,Savennières,2018,white,18.5,0.0
91500,Soave Classico San Michele,Ca' Rugate,Italien,Soave Classico,2020,white,9.9,12.0
1883746,Viognier,DiamAndes,Argentinien,Uco Valley,2017,white,18.41,14.5
75834,Barbaresco Vigneto Brich Ronchi,Albino Rocca,Italien,Barbaresco,2017,red,37.89,14.5
1514442,Sangaetano Primitivo di Manduria,Cantine due Palme,Italien,Primitivo di Manduria,2020,red,8.5,14.0
1175427,Valbuena 5º,Vega Sicilia,Spanien,Ribera del Duero,2013,red,159.0,14.0
1406498,Esprit de Crès Ricards Viognier,Domaine des Crès Ricards,Frankreich,Pays d'Oc,2019,white,7.47,13.5
9308,Sangiovese,Di Majo Norante,Italien,Terre degli Osci,2019,red,7.5,13.0
17367,Sauvignon Blanc,Valdivieso,Chile,Central Valley,2019,white,6.95,12.0
79814,Flor de Pingus,Dominio de Pingus,Spanien,Ribera del Duero,2013,red,125.0,14.0
3735886,Grechetto Umbria,Di Filippo,Italien,Umbrien,2020,white,8.1,0.0
6213594,Varietales Trio Red Blend,Bodegas Care,Spanien,Cariñena,2019,red,5.4,14.5
1224876,Giocheremo Con i Fiori Pecorino,Torre dei Beati,Italien,Abruzzo,2019,white,10.9,13.5
1623319,Las Mulas Reserva Carmenère,Miguel Torres Chile,Chile,Central Valley,2020,red,9.49,0.0
80226,Carmenère,Arboleda,Chile,Aconcagua Valley,2018,red,15.9,13.5
1170238,The Glass Collection Cabernet Sauvignon,Glenelly,Südafrika,Stellenbosch,2018,red,11.44,14.0
5516226,Weissburgunder Bereich Schloss Neuenburg Trocken,Winzervereinigung Freyburg-Unstrut,Deutschland,Saale-Unstrut,2019,white,8.9,0.0
86346,Navarra Tinto Roble,Pagos de Aráiz,Spanien,Navarra,2018,red,6.9,0.0
1245550,PSI,Dominio de Pingus,Spanien,Ribera del Duero,2015,red,40.0,14.5
1806189,Villa Bucci Riserva,Bucci,Italien,Verdicchio dei Castelli di Jesi Riserva,2015,white,31.65,13.5
4382056,Selida Gewürztraminer,Tramin,Italien,Südtirol - Alto Adige,2018,white,13.5,14.0
6641278,Brisa,Arboleda,Chile,Aconcagua,2016,red,42.27,13.5
1840477,Haut-Médoc,Château d'Eyssan,Frankreich,Haut-Médoc,2016,red,14.95,0.0
1112386,Pinotage,Spice Route,Südafrika,Swartland,2019,red,15.9,14.5
1231757,Unfiltered Chardonnay,Fleur du Cap,Südafrika,Stellenbosch,2018,white,13.9,14.5
1139508,Cuatrocientos Crianza,Inurrieta,Spanien,Navarra,2018,red,7.9,14.5
1105366,Esporão Reserva Tinto,Esporão,Portugal,Alentejo,2017,red,17.45,14.5
1941243,Pratto Bianco (Pratto Benaco Bresciano),Cà dei Frati,Italien,Benaco Bresciano,2014,white,17.5,13.0
2212,Gavi,Tenimenti Ca'Bianca,Italien,Gavi,2019,white,9.85,12.0
1103239,Ca' de' Rocchi Amarone della Valpolicella La Bastia,Tinazzi,Italien,Amarone della Valpolicella,2017,red,24.95,15.0
1200787,Brunello di Montalcino,San Polino,Italien,Brunello di Montalcino,2013,red,56.5,14.5
5076,Le Difese,Tenuta San Guido,Italien,Toscana,2018,red,19.9,14.0
1136900,Toscana Vermentino,La Spinetta,Italien,Toscana,2020,white,12.8,13.0
1636629,Gewürztraminer Réserve,Lucien Albrecht,Frankreich,Elsass,2018,white,11.65,13.5
22657,Moncagua Malbec,Belasco de Baquedano,Argentinien,Mendoza,2017,red,9.5,13.5
1662058,Viña Bosconia Reserva,R. López de Heredia Viña Tondonia,Spanien,Rioja Alta,2008,red,24.9,13.5
1206194,Nosiola Fontanasanta,Foradori,Italien,Vigneti delle Dolomiti,2019,white,31.9,0.0
18469,Saar Riesling,Van Volxem,Deutschland,Mosel,2018,white,12.6,12.0
16152,Estate Vineyards Cabernet Sauvignon,Rust En Vrede,Südafrika,Stellenbosch,2018,red,22.5,14.5
2798178,Li Filitti Riserva Primitivo di Manduria,Masca del Tacco,Italien,Primitivo di Manduria,2017,red,15.950000000000001,14.5
1891873,Weissburgunder Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,2020,white,11.8,12.0
1084275,The Velvet Devil Merlot,Charles Smith,Vereinigte Staaten,Columbia Valley,2015,red,16.9,13.5
2526510,Marina Cvetić Riserva Trebbiano,Masciarelli,Italien,Trebbiano d'Abruzzo,2018,white,22.9,14.0
6869196,Leoncorno Teroldego Rotaliano Superiore Riserva,Endrizzi,Italien,Teroldego Rotaliano,2017,red,14.7,0.0
6192480,Chinon,Paul Buisse,Frankreich,Chinon,2020,red,14.7,12.5
5511525,Nero d'Avola - Syrah,Ottoventi,Italien,Terre Siciliane,2015,red,11.0,13.5
1176829,Chablis 1er Cru 'Montee de Tonnerre',Billaud-Simon,Frankreich,Chablis 1er Cru 'Montee de Tonnerre',2016,white,30.92,13.0
1123336,Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali,Tasca d'Almerita,Italien,Terre Siciliane,2016,red,14.9,14.0
1146563,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,2019,white,16.5,10.0
5005801,Single Estate Selected White,Azamor,Portugal,Alentejo,2015,white,14.8,0.0
1103229,Ca' de' Rocchi Merlot Prato del Faggio,Tinazzi,Italien,Veneto,2019,red,9.95,14.0
2304341,Chardonnay,Schneider,Deutschland,Pfalz,2020,white,10.9,13.0
1656,Villa Antinori Rosso,Antinori,Italien,Toscana,2018,red,13.7,14.0
1728785,Makedonikos White,Tsantali,Griechenland,Mazedonien,,white,0.0,11.5
1171291,Wösendorfer Hochrain Grüner Veltliner Smaragd,Rudi Pichler,Österreich,Wachau,2015,white,35.5,13.5
6478375,Rätzelhaft Riesling,Fio,Deutschland,Mosel,2018,white,9.9,12.5
95232,Petite Arvine,Les Crêtes,Italien,Valle D'aosta,2019,white,23.9,13.5
9555206,Hommage a Luise Riesling,Dr. Bürklin-Wolf,Deutschland,Pfalz,2020,white,13.9,0.0
1134851,Old Vine Zinfandel,Ravenswood,Vereinigte Staaten,Lodi,2016,red,13.950000000000001,14.0
1190359,Lugana Blanc,Ca' Lojera,Italien,Lugana,2019,white,10.9,13.0
1221847,Uhlen R Roth Lay,Heymann-Löwenstein,Deutschland,Mosel,2017,white,46.0,0.0
1133291,Founders' Estate Chardonnay,Beringer,Vereinigte Staaten,Kalifornien,2015,white,11.9,13.5
62184,Les Rabassières Côtes-du-Rhône Blanc,Maison Bouachon,Frankreich,Côtes-du-Rhône,2019,white,8.9,13.5
1161158,Langhe Nebbiolo,Elio Filippino,Italien,Langhe,2018,red,11.4,14.0
1271240,Crianza,Castillo de Enériz,Spanien,Navarra,2017,red,6.88,13.0
1143796,Viognier,Gnarly Head,Vereinigte Staaten,Kalifornien,2015,white,12.6,13.5
85794,Educated Guess Cabernet Sauvignon,Roots Run Deep,Vereinigte Staaten,Napa County,2018,red,54.37,14.5
21582,Blanco,Baron de Ley,Spanien,Rioja,2019,white,8.09,12.5
1141902,Greco di Tufo,Cantine di Marzo,Italien,Greco di Tufo,2019,white,11.9,0.0
1656481,Merlot,Paul Mas,Frankreich,Pays d'Oc,2019,red,5.45,13.5
1739709,Rioja Tempranillo,Beronia,Spanien,Rioja,2019,red,7.63,14.0
2972,Haut-Médoc,Château Barreyres,Frankreich,Haut-Médoc,2016,red,19.9,13.5
6383571,Vision,Reunion,Österreich,Burgenland,2015,red,44.99,14.0
92526,Il Sigillo Aglianico del Vulture,Cantine del Notaio,Italien,Aglianico del Vulture,2014,red,34.9,0.0
1129464,Primitivo di Manduria,Epicuro,Italien,Primitivo di Manduria,2019,red,8.5,14.0
5745928,Riesling,Weingut A. Diehl,Deutschland,Pfalz,2020,white,7.49,12.5
2046,Shiraz,Heartland,Australien,Langhorne Creek,2018,red,11.95,14.5
4382160,Pinot Bianco Alto Adige Kristallberg,Elena Walch,Italien,Südtirol - Alto Adige,2019,white,21.9,13.5
5774971,Albariño,Faustino Rivero Ulecia,Spanien,Rías Baixas,2020,white,10.63,13.0
8501579,Collezione di Famiglia Zinfandel,Masca del Tacco,Italien,Puglia,2019,red,14.95,16.0
1957597,Douro Fabelhaft Tinto,Niepoort,Portugal,Douro,2016,red,12.5,13.0
1896184,Alma de Blanco,Pazo Das Tapias,Spanien,Monterrei,2020,white,7.5,13.0
6203780,Edesheimer Ordensgut Cabernet Sauvignon Trocken,Anselmann,Deutschland,Pfalz,2018,red,7.5,0.0
1179446,Douro Guru Branco,Wine & Soul,Portugal,Douro,2015,white,28.09,12.5
1190030,Méthode Ancienne Cabernet Sauvignon,Springfield Estate,Südafrika,Robertson,2014,red,41.75,13.5
1227001,Quíbia (Falanis),Ànima Negra,Spanien,Mallorca,2020,white,14.8,11.5
1216967,Santa Digna Reserva Carmenère,Miguel Torres Chile,Chile,Central Valley,2018,red,8.94,13.5
89274,Caractère,Château de la Grave,Frankreich,Bordeaux,2016,red,10.25,14.5
2624047,Lugana,Cà Maiol,Italien,Lugana,2019,white,8.25,13.0
10554,Merlot,Les Jamelles,Frankreich,Pays d'Oc,2019,red,6.25,13.5
11746,Maremma Toscana Le Sughere di Frassinello,Rocca di Frassinello,Italien,Maremma Toscana,2017,red,15.5,14.0
2238047,Sauvignon Blanc,Vrede en Lust,Südafrika,Elgin,2019,white,11.9,13.5
1637564,Grande Réserve,DiamAndes,Argentinien,Uco Valley,2015,red,29.99,14.5
1189876,Les Hauts Des Coteaux Châteauneuf-du-Pape,Cellier des Princes,Frankreich,Châteauneuf-du-Pape,2016,red,29.95,15.5
2020763,Vinho Verde Quinta da Aveleda,Aveleda,Portugal,Vinho Verde,2019,white,7.3,11.0
21125,Negroamaro Salento Maru,Castello Monaci,Italien,Salento,2019,red,8.55,13.0
6937140,Vignes de Nicole Rouge,Paul Mas,Frankreich,Pays d'Oc,2020,red,7.79,0.0
1619028,Gavi del Comune di Gavi,Monchiero Carbone,Italien,Gavi,2020,white,9.9,13.5
8195,Amarone della Valpolicella Classico,Allegrini,Italien,Amarone della Valpolicella Classico,2012,red,59.9,14.0
8314,Nero d'Avola,Stemmari,Italien,Sizilien,2019,red,4.8999999999999995,13.5
4606145,Belle Naturelle Grüner Veltliner Ernte,Jurtschitsch,Österreich,Kamptal,2019,white,15.4,12.0
4621121,3 Rios Vinho Verde,Anselmo Mendes,Portugal,Vinho Verde,2020,white,7.99,12.0
1721903,Morellino di Scansano,Morisfarms,Italien,Morellino di Scansano,2018,red,10.5,0.0
1215321,Qvinterra Riesling Trocken,Kühling-Gillot,Deutschland,Rheinhessen,2019,white,12.5,12.5
2137289,Volatinero Tempranillo,El Circo,Spanien,Cariñena,2020,red,5.7,0.0
22447,Bolgheri Superiore,Ornellaia,Italien,Bolgheri Superiore,2013,red,499.0,14.0
4710458,No. 12 Albariño,Paco & Lola,Spanien,Rías Baixas,2020,white,8.95,13.0
1781550,Grauburgunder Trocken,Fritz Walter,Deutschland,Pfalz,2019,white,8.65,0.0
7360742,Les Annereaux Bordeaux,Château des Annereaux,Frankreich,Bordeaux,2019,red,10.41,14.0
1258736,Villalar,La Mejorada,Spanien,Castilla y León,2017,red,9.5,14.0
16404,Douro Tinto,Quinta Vale D. Maria,Portugal,Douro,2014,red,45.0,14.5
1182994,Ca' de' Rocchi Bardolino,Tinazzi,Italien,Bardolino Classico,2019,red,8.95,13.0
5279407,Kalk & Kreide Sauvignon Blanc,Tement,Österreich,Südsteiermark,2020,white,14.5,12.5
80502,Ficiligno Viognier - Inzolia,Baglio di Pianetto,Italien,Terre Siciliane,2020,white,10.9,13.5
2120032,Fronton,Château Bellevue La Forét,Frankreich,Fronton,2020,red,6.95,14.0
77477,Toscana Rosso,Altesino,Italien,Toscana,2019,red,11.0,13.5
1210766,Bordeaux,Domaine de Cambes,Frankreich,Bordeaux,2016,red,49.9,14.0
1163624,Blauer Spätburgunder Trocken,Knipser,Deutschland,Pfalz,2017,red,12.9,13.0
1141881,Chenin Blanc,Arabella,Südafrika,Robertson,2019,white,6.7,13.0
22697,Toscana de Ferrari,Boscarelli,Italien,Toscana,2019,red,11.9,13.5
1868658,Reserva,Hacienda López de Haro,Spanien,Rioja,2015,red,9.4,13.5
2242419,Riesling Trocken Brauneberger Juffer Sonnenuhr GG,Fritz Haag,Deutschland,Brauneberg,2020,white,34.0,12.5
1555674,Riesling Trocken,Clemens Busch,Deutschland,Mosel,2015,white,10.99,10.5
13145,Il Grigio Chianti Classico Riserva,San Felice,Italien,Chianti Classico,2014,red,14.7,0.0
1257923,Silex,Didier Dagueneau (Louis-Benjamin Dagueneau),Frankreich,Pouilly-Fumé,2015,white,118.0,13.5
1257301,Medium Sweet Tinto,Portada,Portugal,Lissabon,2019,red,6.99,13.0
28214,5 Stelle Sfursat,Nino Negri,Italien,Valtellina,2017,red,99.0,16.0
1177614,Reserva Tinto Blend,Ciconia,Portugal,Alentejano,2019,red,7.72,0.0
5407868,Solosole Pagus Camilla,Poggio Al Tesoro,Italien,Bolgheri,2015,white,36.9,14.5
3736213,Cabernet Sauvignon,19 Crimes,Australien,Victoria,2019,red,9.9,14.0
1717337,Tradition La Clape,Château Mire l'Étang,Frankreich,La Clape,2018,red,9.45,15.0
1242026,Casal di Serra Vecchie Vigne Verdicchio dei Castelli di Jesi Classico Superiore,Umani Ronchi,Italien,Verdicchio dei Castelli di Jesi,2018,white,14.2,13.0
2048977,Essenze Barolo,Vite Colte,Italien,Barolo,2016,red,29.9,14.0
1105372,Monte Velho Tinto,Esporão,Portugal,Alentejano,2017,red,5.99,14.0
2724407,Chardonnay,Barista,Südafrika,Western Cape,2020,white,8.95,13.0
2926453,Sauvignon Blanc,Trizanne Signature Wines,Südafrika,Elim,2019,white,9.9,0.0
1217539,Riesling Alsace Grand Cru 'Rosacker',Cave Vinicole de Hunawihr,Frankreich,Alsace Grand Cru 'Rosacker',2019,white,22.55,13.0
1139434,Tinto,Pago de Carraovejas,Spanien,Ribera del Duero,2018,red,34.95,15.0
5986282,Chardonnay Trocken,Weingut Metzger,Deutschland,Pfalz,2020,white,7.45,12.5
75116,Signature Pinotage,Spier,Südafrika,Western Cape,2020,red,8.5,14.5
1221899,Chablis,Moreau-Naudet,Frankreich,Chablis,2018,white,22.0,12.5
1302544,Touriga Nacional Douro,Quinta do Noval,Portugal,Douro,2016,red,35.0,13.0
24069,Bourgogne Aligoté,Joseph Drouhin,Frankreich,Bourgogne Aligoté,2020,white,12.9,12.0
1577058,Ruppertsberger Reiterpfad Riesling,Von Winning,Deutschland,Pfalz,2016,white,48.0,12.0
1541403,Harrer Riesling,Colterenzio (Schreckbichl),Italien,Südtirol - Alto Adige,2019,white,13.6,12.5
1165708,Pieve Santa Restituta Brunello di Montalcino,Gaja,Italien,Brunello di Montalcino,2011,red,65.0,13.0
3242634,Riesling Trocken,Knewitz,Deutschland,Rheinhessen,2019,white,9.9,12.5
6567,Sauvignon Blanc,Honig,Vereinigte Staaten,Napa Valley,2018,white,21.75,13.9
18728,The Original Pinotage,Diemersfontein,Südafrika,Wellington,2018,red,13.5,14.0
93033,Nussbaumer Gewürztraminer,Tramin,Italien,Südtirol - Alto Adige,2018,white,24.1,15.0
1706062,Granbazán Albariño Etiqueta Ámbar,Agro de Bazán,Spanien,Rías Baixas,2020,white,17.95,13.0
1201516,Vign’angena Vermentino di Gallura,Capichera,Italien,Vermentino di Gallura,2020,white,25.85,13.5
1513069,Sauvignon Blanc,The Ned,Neuseeland,Marlborough,2019,white,12.89,13.0
23073,Sancerre Blanc,Pascal Jolivet,Frankreich,Sancerre,2020,white,23.5,13.0
9119,Viña Tondonia Reserva,R. López de Heredia Viña Tondonia,Spanien,Rioja,2001,red,36.25,12.5
3838487,Altropasso,Reguta,Italien,Friuli,2018,red,8.9,14.0
75978,Quinta da Leda Douro,Casa Ferreirinha,Portugal,Douro,2017,red,33.0,0.0
9582579,Albablu Vermentino,Campo alle Comete,Italien,Toscana,2020,white,10.9,0.0
1101002,Pomerol,Château Bourgneuf (Vieux Château Bourgneuf),Frankreich,Pomerol,2016,red,49.9,14.5
4572535,Stilio Primitivo di Manduria,Mottura,Italien,Primitivo di Manduria,2019,red,12.9,14.5
2372841,Vineyard Selection Chardonnay (Barrel Fermented),Kleine Zalze,Südafrika,Western Cape,2020,white,11.9,13.5
17524,Vouvray Le Mont Sec,Domaine Huet,Frankreich,Vouvray,2019,white,36.9,13.5
1202227,Pràgal,Tenuta Santa Maria di Gaetano Bertani,Italien,Verona,2018,red,10.4,0.0
8164782,Tenuta Tascante Contrada Rampante Rosso,Tasca d'Almerita,Italien,Ätna,2016,red,34.1,0.0
1136013,Barrel Select Malbec,Bodega Norton,Argentinien,Lujan de Cuyo,2020,red,11.9,0.0
1898180,Rausch GG,Forstmeister Geltz-Zilliken,Deutschland,Mosel,2018,white,34.95,12.0
3418675,Batteriberg Detonation Riesling,Immich-Batterieberg,Deutschland,Mosel,2017,white,13.85,0.0
1765081,Chablis Premier Cru 'Les Beauroys',Domaine Laroche,Frankreich,Chablis Premier Cru,2018,white,32.5,12.5
82714,Harmonium Nero d'Avola,Firriato,Italien,Terre Siciliane,2014,red,24.9,14.5
1141810,Pruno Ribera del Duero,Finca Villacreces,Spanien,Ribera del Duero,2019,red,12.9,14.0
5648086,Forst Riesling Trocken,Dr. Von Bassermann-Jordan,Deutschland,Pfalz,2020,white,14.5,12.5
86231,Gris,Lis Neris,Italien,Friuli Isonzo,2018,white,19.5,13.5
6640266,Primitivo - Susumaniello,Boccantino,Italien,Salento,2020,red,6.95,14.5
1177217,Ursprung,Schneider,Deutschland,Pfalz,2019,red,11.0,13.5
73757,Founders' Estate Cabernet Sauvignon,Beringer,Vereinigte Staaten,Kalifornien,2018,red,11.9,13.5
91676,Sasseo Primitivo Salento,Masseria Altemura,Italien,Salento,2019,red,10.4,0.0
1628555,Vette di San Leonardo,San Leonardo,Italien,Vigneti delle Dolomiti,2019,white,11.95,12.5
2411285,Vecchie Viti Chianti Rùfina Riserva,Castello Nipozzano,Italien,Chianti Rùfina,2018,red,18.5,14.0
6261726,Negroamaro,Masso Antico,Italien,Puglia,2020,red,6.95,14.0
1207816,Pinot Grigio (Tralcetto),Cantina Zaccagnini,Italien,Terre di Chieti,2020,white,8.95,12.5
71214,Insolia,Cusumano,Italien,Terre Siciliane,2018,white,6.9,13.0
1470685,Añares Crianza Rioja,Bodegas Olarra,Spanien,Rioja,2017,red,4.95,13.5
1192794,Broquel Cabernet Sauvignon,Trapiche,Argentinien,Maipu,2019,red,10.5,14.0
4204,Chardonnay,Baron Philippe de Rothschild,Frankreich,Pays d'Oc,2019,white,8.89,12.5
66214,Sito Moresco Langhe,Gaja,Italien,Langhe,2019,red,39.9,13.5
2316699,Red Blend,19 Crimes,Australien,Victoria,2019,red,10.39,14.0
1653723,Ripensato,Palazzo Pisano,Italien,Veneto,2018,red,7.75,13.5
3987,Cabernet Sauvignon,Jordan,Vereinigte Staaten,Alexander Valley,2016,red,79.9,13.8
73216,Christine,Buitenverwachting,Südafrika,Constantia,2014,red,26.95,14.0
73210,Buiten Blanc,Buitenverwachting,Südafrika,Constantia,2021,white,7.24,0.0
2691721,Kleiner Schwarzer,Weingut Metzger,Deutschland,Pfalz,2017,red,8.95,0.0
17666,Sancerre D'Antan,Henri Bourgeois,Frankreich,Sancerre,2016,white,41.0,13.0
1380443,Côtes de Bordeaux,Château Lafitte,Frankreich,Côtes de Bordeaux,2018,red,14.92,14.0
1654,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva,Antinori,Italien,Chianti Classico,2018,red,27.6,14.0
15819,Monteoro Vermentino di Gallura Superiore,Sella & Mosca,Italien,Vermentino di Gallura,2019,white,11.9,13.5
2675455,The Black Swan Sauvignon Blanc,Steenberg,Südafrika,Constantia,2019,white,21.9,14.0
4585882,Passo del Sud Appassimento,Tagaro,Italien,Puglia,2019,red,9.12,14.0
4897945,Les Tourelles de la Crée Montagny Premier Cru,Château de la Crée,Frankreich,Montagny Premier Cru,2016,white,44.73,13.0
1108063,Sideral,San Pedro,Chile,Cachapoal Valley,2019,red,24.0,14.5
88011,Soffocone di Vincigliata Toscana,Bibi Graetz,Italien,Toscana,2015,red,32.8,13.5
9153067,Duna Mirante Primitivo di Manduria,Masseria Borgo dei Trulli,Italien,Primitivo di Manduria,2019,red,39.95,0.0
7370393,Côte des Roses Chardonnay,Gérard Bertrand,Frankreich,Pays d'Oc,2020,white,10.89,13.0
2367775,The Introduction Red,Miles Mossop Wines,Südafrika,Küstenregion,2017,red,12.79,0.0
1134803,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,2009,red,159.0,15.0
78014,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Château Carbonnieux,Frankreich,Pessac-Léognan,2011,white,55.26,13.0
1403761,Blanco,Astobiza,Spanien,Arabako Txakolina,2019,white,14.95,12.5
1150732,Vermentino (Etichetta Nera/Black Label),Lvnae,Italien,Colli di Luni,2020,white,15.1,13.0
1192506,Petit Chablis,Domaine Hamelin,Frankreich,Petit Chablis,2019,white,12.9,0.0
2342369,Chardonnay,Jermann,Italien,Venezia Giulia,2020,white,18.3,13.0
2130747,The Introduction Chenin Blanc,Miles Mossop Wines,Südafrika,Küstenregion,2020,white,13.75,13.0
2225,Cabernet Sauvignon,McManis,Vereinigte Staaten,Lodi,2018,red,13.6,13.5
7467123,Berg Pinot Bianco,Nals Margreid,Italien,Südtirol - Alto Adige,2020,white,9.9,13.0
1200518,Muros Antigos Alvarinho,Anselmo Mendes,Portugal,Monção e Melgaço,2017,white,11.9,13.0
1157583,Valpolicella Ripasso,Casalforte,Italien,Valpolicella Ripasso,2017,red,9.9,14.0
2235464,White Label Nik Weis Wiltinger Alte Reben,Weingut Nik Weis - St. Urbans-Hof,Deutschland,Mosel,2018,white,14.85,12.0
1629874,Reserve Malbec (Barrel Selection),Salentein,Argentinien,Tunuyán,2020,red,12.9,14.5
5388723,Nuragus di Cagliari,Antonella Corda,Italien,Nuragus di Cagliari,2020,white,12.9,13.0
90133,Cannubi Barolo,Brezza,Italien,Barolo,2016,red,45.9,14.5
1659,Tenuta Guado al Tasso Il Bruciato Bolgheri,Antinori,Italien,Bolgheri,2018,red,21.9,13.0
77438,Arneis Roero,Vietti,Italien,Roero,2019,white,14.9,13.5
7775,Côtes-du-Rhône Blanc,E. Guigal,Frankreich,Côtes-du-Rhône,2020,white,9.9,14.5
9608,Soave Classico,Bolla,Italien,Soave Classico,2018,white,5.9,12.5
7696786,Spasso Appassimento Rosso Passito,Vite Colte,Italien,Piemont,2018,red,10.8,15.0
