,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
65309,0.22329228862146644,606_left,283_right,Riesling Großes Gewächs Wehlener Sonnenuhr,Weingut Schloss Lieser, Deutschland ,Mosel,white,Wehlener Sonnenuhr Riesling Spätlese,Markus Molitor,Deutschland,Mosel,white
4760,0.222793244025841,59_left,6274_right,Nebbiolo d'Alba DOC,Albino Rocca, Italien ,Piemont,red,Nebbiolo d’alba,Bruno Giacosa,Italien,Piemont,red
52838,0.2195884719936305,425_left,6372_right,Grauburgunder trocken,Weingut Winter, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
58386,0.2178833879120511,488_left,6372_right,Grauburgunder trocken,Weingut Dreissigacker, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
78489,0.2178833879120511,767_left,6372_right,Grauburgunder trocken,Weingut Dreissigacker, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
60639,0.21395418503563127,523_left,6372_right,Riesling trocken,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
49426,0.20950341085739416,380_left,4897_right,Chardonnay & Weißer Burgunder trocken 'Vom Kalkstein',Weingut K.-H. Milch, Deutschland ,Rheinhessen,white,Westhofener Weisser Burgunder - Chardonnay Trocken,Wittmann,Deutschland,Rheinhessen,white
60621,0.2031829944987475,521_left,1846_right,Weißburgunder & Grauburgunder trocken „Doppelstück“,Weingut Dönnhoff, Deutschland ,Nahe,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
90397,0.20257182246021752,939_left,12703_right,Cuvée Cristal Brut Blanc,Champagne Louis Roederer, Frankreich ,Champagne,sparkling,Brut Premier Champagne,Louis Roederer,Frankreich,Champagne Premier Cru,sparkling
52409,0.20117332006631766,420_left,2729_right,Chardonnay trocken 'Vom Kalkstein',Weingut K.-H. Milch, Deutschland ,Rheinhessen,white,Riesling Vom Kalkstein Trocken,Wittmann,Deutschland,Rheinhessen,white
26014,0.19922069319100402,206_left,7959_right,Plumbago Rosso Sicilia DOC,Aziende Agricole Planeta S.S., Italien ,Sizilien,red,Plumbago Nero d'Avola Sicilia,Planeta,Italien,Sizilien,red
47061,0.1989285935612802,341_left,3816_right,Château Troplong-Mondot Premier Grand Cru Classé,Château Troplong-Mondot, Frankreich ,Bordeaux,red,Château Margaux (Premier Grand Cru Classé),Château Margaux,Frankreich,Margaux,red
56412,0.1985799175821329,470_left,227_right,Riesling Spätlese Norheimer Kirschheck,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
41857,0.19845907665932502,313_left,6942_right,"Barbera d'Alba ""Vigna Scarrone"" Magnum",Vietti, Italien ,Piemont,red,Barbera d'Alba,Borgogno,Italien,Piemont,red
48439,0.19809514540247503,359_left,2409_right,Gewürztraminer Reserve,Markus Schneider, Deutschland ,Pfalz,white,Chardonnay,Schneider,Deutschland,Pfalz,white
78492,0.19772819496453448,768_left,6687_right,Bourgogne Rouge,Domaine Christian Clerget, Frankreich ,Bourgogne,red,Pinot Noir Bourgogne,Domaine Faiveley,Frankreich,Bourgogne,red
11151,0.19772819496453448,100_left,6687_right,Bourgogne Rouge,Domaine Christian Clerget, Frankreich ,Bourgogne,red,Pinot Noir Bourgogne,Domaine Faiveley,Frankreich,Bourgogne,red
72675,0.19757461584997793,700_left,2406_right,Riesling Spätlese Zeltinger Sonnenuhr Magnum,Weingut Markus Molitor, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
58841,0.19613744828393181,504_left,2584_right,Grauer Burgunder trocken,Weingut von Winning, Deutschland ,Pfalz,white,Grauburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
51903,0.19451846232192477,414_left,227_right,Riesling Großes Gewächs Norheimer Dellchen,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
84523,0.19451846232192477,839_left,227_right,Riesling Großes Gewächs Norheimer Dellchen,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
7611,0.19381215148522132,81_left,5638_right,Gevrey-Chambertin 1er Cru 'Les Cazetiers',Domaine Faiveley, Frankreich ,Bourgogne,red,Gevrey-Chambertin Vieilles Vignes,Domaine Faiveley,Frankreich,Gevrey-Chambertin,red
41420,0.19353292978886547,309_left,3816_right,Château Croix Figeac Premier Grand Cru Classé,Château Croix Figeac, Frankreich ,Bordeaux,red,Château Margaux (Premier Grand Cru Classé),Château Margaux,Frankreich,Margaux,red
48379,0.19092454710086723,355_left,1638_right,Riesling Schiefersteil,Weingut Markus Molitor, Deutschland ,Mosel,white,Haus Klosterberg Riesling Trocken,Markus Molitor,Deutschland,Mosel,white
45593,0.18984502748978216,332_left,1372_right,Sammarco,Castello dei Rampolla, Italien ,Toscana,red,Chianti Classico,Castello dei Rampolla,Italien,Chianti Classico,red
57037,0.18540828354390027,476_left,227_right,Chardonnay -S -,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
55440,0.18306360129480553,458_left,1846_right,Weißburgunder *** Selektion trocken,Weingut Holger Koch, Deutschland ,Baden,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
54362,0.1821765783093441,449_left,1739_right,Chablis 1er Cru 'Fourchaume',Bessin - Tremblay (Domaine Bessin), Frankreich ,Bourgogne,white,Chablis 1er Cru 'Fourchaume',La Chablisienne,Frankreich,Chablis 1er Cru 'Fourchaume',white
67327,0.1821765783093441,635_left,1739_right,Chablis 1er Cru 'Fourchaume',Bessin - Tremblay (Domaine Bessin), Frankreich ,Bourgogne,white,Chablis 1er Cru 'Fourchaume',La Chablisienne,Frankreich,Chablis 1er Cru 'Fourchaume',white
87437,0.18115951055779714,880_left,6372_right,Riesling trocken Hipping GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
72006,0.18115951055779714,690_left,6372_right,Riesling trocken Hipping GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
83813,0.18115951055779714,826_left,6372_right,Riesling trocken Hipping GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
72262,0.18060928661477524,696_left,465_right,Chardonnay Beerenauslese SW 375 ml,Weingut Velich, Österreich ,Burgenland,white,TO,Velich,Österreich,Burgenland,white
72833,0.17983444985571023,703_left,227_right,Riesling Spätlese Niederhäuser Hermannshöhle Magnum,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
87739,0.17730667123181973,894_left,10194_right,Pink Cuvee 22 Vino Spumante Extra Dry,Borgo Molino, Italien ,Veneto,sparkling,Motivo Rosé Extra Dry,Borgo Molino,Italien,Veneto,sparkling
56868,0.17558513269624818,473_left,227_right,Riesling Spätlese Oberhäuser Brücke,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
52850,0.17526493107173738,434_left,5942_right,Riesling,Weingut Knebel, Deutschland ,Mosel,white,Rotschiefer Riesling,Weingut Würtzberg,Deutschland,Mosel,white
55466,0.17471241211906333,460_left,428_right,"Riesling Auslese *** Erdener Treppchen, weiße Kapsel",Weingut Markus Molitor, Deutschland ,Mosel,white,Saarburger Rausch Auslese Riesling **,Markus Molitor,Deutschland,Mosel,white
52041,0.1712194621773908,416_left,227_right,Riesling Großes Gewächs Kreuznacher Krötenpfuhl,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
84661,0.1712194621773908,841_left,227_right,Riesling Großes Gewächs Kreuznacher Krötenpfuhl,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
87901,0.17013970101195958,900_left,11779_right,Saumur Brut 'Saphir',Bouvet Ladubay, Frankreich ,Loire,sparkling,Crémant de Loire Brut Rosé,Bouvet-Ladubay,Frankreich,Crémant de Loire,sparkling
55929,0.1686438628870925,466_left,2498_right,Chablis 1er Cru 'Les Forêts',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis,Moreau-Naudet,Frankreich,Chablis,white
53019,0.16834635578677312,436_left,2930_right,Riesling Kabinett 'Röttgen',Weingut Knebel, Deutschland ,Mosel,white,Riesling,Reinhard Knebel,Deutschland,Mosel,white
87397,0.1652554687338084,878_left,6372_right,Riesling trocken Pettenthal GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
83773,0.1652554687338084,824_left,6372_right,Riesling trocken Pettenthal GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
71966,0.1652554687338084,688_left,6372_right,Riesling trocken Pettenthal GG,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
71247,0.16485983949809838,677_left,1828_right,Beerenauslese Cuvée 375 ml,Weingut Kracher, Österreich ,Burgenland,white,Zweigelt Trocken,Kracher,Österreich,Burgenland,red
72797,0.16482801875916495,702_left,1638_right,Riesling Auslese *** trocken Zeltinger Sonnenuhr Magnum,Weingut Markus Molitor, Deutschland ,Mosel,white,Haus Klosterberg Riesling Trocken,Markus Molitor,Deutschland,Mosel,white
25334,0.164398405149936,201_left,6687_right,Bourgogne Rouge AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne,red,Pinot Noir Bourgogne,Domaine Faiveley,Frankreich,Bourgogne,red
73034,0.16353140781659845,711_left,2833_right,Riesling Spätlese Oberhäuser Brücke *Monopol* Magnum,Weingut Dönnhoff, Deutschland ,Nahe,white,Oberhäuser Leistenberg Riesling Kabinett,Dönnhoff,Deutschland,Nahe,white
51530,0.1618707114760525,404_left,6372_right,Weissburgunder trocken Literflasche,Weingut Weedenborn, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
69664,0.1605703157546085,660_left,153_right,Riesling trocken Felsenberg GG,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Felsenberg GG,Dönnhoff,Deutschland,Nahe,white
87052,0.1605703157546085,872_left,153_right,Riesling trocken Felsenberg GG,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Felsenberg GG,Dönnhoff,Deutschland,Nahe,white
1485,0.1585622230414098,18_left,9658_right,Vernatsch 'Der Keil',Manincor, Italien ,Südtirol/Alto Adige,red,Cassiano,Manincor,Italien,Südtirol - Alto Adige,red
77654,0.1585622230414098,750_left,9658_right,Vernatsch 'Der Keil',Manincor, Italien ,Südtirol/Alto Adige,red,Cassiano,Manincor,Italien,Südtirol - Alto Adige,red
10116,0.1576175608685747,93_left,6567_right,Menage à Trois,Weingut Prechtl, Österreich ,Weinviertel DAC,red,Toreye Ménage À Trois,Eymann,Deutschland,Pfalz,white
55426,0.15742944154066668,456_left,1846_right,Weißburgunder Kaiserstuhl trocken,Weingut Holger Koch, Deutschland ,Baden,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
69660,0.15246079714190675,659_left,40_right,Chardonnay 'Reserve',Weingut Weedenborn, Deutschland ,Rheinhessen,white,Chardonnay Réserve,Knewitz,Deutschland,Rheinhessen,white
16666,0.15172004474090436,133_left,6674_right,6er Set  Primitivo di Manduria 'Luccarelli Old Vines',Farnese Vini srl, Italien ,Manduria,red,Old Vines Primitivo di Manduria,Luccarelli,Italien,Primitivo di Manduria,red
62667,0.15003448322012145,572_left,1846_right,Weißburgunder Herrenstück trocken,Weingut Holger Koch, Deutschland ,Baden,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
66881,0.1495926823483812,622_left,227_right,Riesling Beerenauslese Niederhäuser Hermannshöhle 'Goldkapsel',Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
74152,0.14923309284683844,725_left,2930_right,Riesling Winninger Uhlen,Weingut Knebel, Deutschland ,Mosel,white,Riesling,Reinhard Knebel,Deutschland,Mosel,white
56206,0.14550968216312732,468_left,2498_right,Chablis Vieilles Vignes 'Les Pargues',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis,Moreau-Naudet,Frankreich,Chablis,white
87597,0.14518680235620968,889_left,6372_right,Riesling trocken Frauenberg GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
84355,0.14518680235620968,837_left,6372_right,Riesling trocken Frauenberg GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
74207,0.14518680235620968,726_left,6372_right,Riesling trocken Frauenberg GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
73184,0.14518680235620968,712_left,6372_right,Riesling trocken Frauenberg GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
87643,0.14518680235620968,892_left,6372_right,Riesling trocken Frauenberg GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
58279,0.14262462429414624,485_left,2118_right,Grüner Veltliner trocken 'Alte Reben',Weingut Prechtl, Österreich ,Weinviertel DAC,white,Hund Grüner Veltliner Reserve,Weingut R&A Pfaffl,Österreich,Weinviertel,white
25986,0.1405530541834022,205_left,2473_right,Sangiovese Rosso Toscana,Caparzo, Italien ,Toscana,red,Toscana Rosso,Altesino,Italien,Toscana,red
59980,0.1404755173358814,512_left,277_right,Weisser Burgunder 'S' trocken,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Weisser Burgunder Trocken,Wittmann,Deutschland,Rheinhessen,white
50322,0.14019265074236661,389_left,6803_right,Nahesteiner Grauburgunder trocken,Schlossgut Diel, Deutschland ,Nahe,white,Grauburgunder Trocken,Dönnhoff,Deutschland,Nahe,white
63636,0.14000725749302056,584_left,3557_right,Chablis 1er Cru 'Vaillons',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis 1er Cru 'Vaillons',Domaine Servin,Frankreich,Chablis 1er Cru 'Vaillons',white
55631,0.14000725749302056,463_left,3557_right,Chablis 1er Cru 'Vaillons',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis 1er Cru 'Vaillons',Domaine Servin,Frankreich,Chablis 1er Cru 'Vaillons',white
14944,0.13990102160366452,122_left,866_right,Côtes du Rhône Villages 'La Jérôme',Domaine des Bosquets, Frankreich ,Rhône,red,Côtes du Rhône,Domaine Gassier,Frankreich,Côtes-du-Rhône,red
13703,0.138270385638919,116_left,2575_right,Barolo Cannubi,Reva, Italien ,Piemont,red,Cannubi Barolo,Brezza,Italien,Barolo,red
18788,0.13820887560296669,150_left,2319_right,Les Vignes de Bila Haut Rouge,Domaine de Bila Haut, Frankreich ,Roussillon,red,Les Vignes de Bila-Haut Côtes du Roussillon Villages,M. Chapoutier,Frankreich,Côtes du Roussillon Villages,red
29365,0.13820887560296669,227_left,2319_right,Les Vignes de Bila Haut Rouge,Domaine de Bila Haut, Frankreich ,Roussillon,red,Les Vignes de Bila-Haut Côtes du Roussillon Villages,M. Chapoutier,Frankreich,Côtes du Roussillon Villages,red
1839,0.13820887560296669,26_left,2319_right,Les Vignes de Bila Haut Rouge,Domaine de Bila Haut, Frankreich ,Roussillon,red,Les Vignes de Bila-Haut Côtes du Roussillon Villages,M. Chapoutier,Frankreich,Côtes du Roussillon Villages,red
55784,0.13561474481240843,465_left,2498_right,Chablis 1er Cru 'Les Montmains',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis,Moreau-Naudet,Frankreich,Chablis,white
85348,0.1354415196564802,850_left,2930_right,Riesling Großes Gewächs 'Röttgen',Weingut Knebel, Deutschland ,Mosel,white,Riesling,Reinhard Knebel,Deutschland,Mosel,white
64783,0.1354415196564802,600_left,2930_right,Riesling Großes Gewächs 'Röttgen',Weingut Knebel, Deutschland ,Mosel,white,Riesling,Reinhard Knebel,Deutschland,Mosel,white
60694,0.13469943953439045,525_left,772_right,Le Blanc de Château Lynch Bages Pauillac,Château Lynch Bages, Frankreich ,Bordeaux,white,Pauillac (Grand Cru Classé),Château Lynch-Bages,Frankreich,Pauillac,red
73755,0.13246760609768587,718_left,227_right,Riesling Auslese Niederhäuser Hermannshöhle 'Goldkapsel',Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
89054,0.13232925289968117,922_left,12001_right,"Champagne Brut 'Le Truchat"" Chardonnay de Montgueux",Champagne Didier Doué, Frankreich ,Champagne,sparkling,La Chanose Sélection Brut Champagne,Didier Doué,Frankreich,Schaumwein,sparkling
48312,0.1309387954442961,349_left,1822_right,Tradition Heritage Cuvée 10 Jahre,Schloss Gobelsburg, Österreich ,Kamptal,white,Grüner Veltliner,Schloss Gobelsburg,Österreich,Kamptal,white
72995,0.12937317364162468,708_left,6372_right,Riesling trocken Hipping GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
87558,0.12937317364162468,886_left,6372_right,Riesling trocken Hipping GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
84281,0.12937317364162468,833_left,6372_right,Riesling trocken Hipping GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
63104,0.12868553958546708,578_left,2406_right,Riesling Spätlese Wehlener Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
50699,0.12868553958546708,394_left,2406_right,Riesling Spätlese Wehlener Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
42277,0.1274283171297223,316_left,1038_right,Château Bellevue Grand Cru Classé,Château Bellevue, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
67291,0.1265744178343643,631_left,1760_right,Pinot Grigio 'Ciari',Borgo Molino, Italien ,Veneto,white,Pinot Grigio,Gorgo,Italien,Veneto,white
79214,0.12578908266472283,773_left,7685_right,Weißer Burgunder trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
58467,0.12578908266472283,492_left,7685_right,Weißer Burgunder trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
50763,0.12281583095027769,396_left,2406_right,Riesling Spätlese Zeltinger Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
63008,0.12281583095027769,576_left,2406_right,Riesling Spätlese Zeltinger Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
64656,0.12246208099375239,597_left,277_right,Weisser Burgunder 'R' trocken,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Weisser Burgunder Trocken,Wittmann,Deutschland,Rheinhessen,white
17010,0.11991369242161096,138_left,6942_right,Barbera d'Alba Scarrone Vigna Vecchia,Vietti, Italien ,Piemont,red,Barbera d'Alba,Borgogno,Italien,Piemont,red
79164,0.11939289845675903,772_left,7685_right,Grauer Burgunder trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
58417,0.11939289845675903,491_left,7685_right,Grauer Burgunder trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
83609,0.1187811437242813,816_left,1445_right,Grüner Veltliner trocken Feuersbrunner SPIEGEL,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
52631,0.1187811437242813,422_left,1445_right,Grüner Veltliner trocken Feuersbrunner SPIEGEL,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
77801,0.1187811437242813,759_left,1445_right,Grüner Veltliner trocken Feuersbrunner SPIEGEL,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
68723,0.1187811437242813,647_left,1445_right,Grüner Veltliner trocken Feuersbrunner SPIEGEL,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
89048,0.11835336409578713,918_left,11779_right,Saumur Brut 'Saphir' Magnum,Bouvet Ladubay, Frankreich ,Loire,sparkling,Crémant de Loire Brut Rosé,Bouvet-Ladubay,Frankreich,Crémant de Loire,sparkling
56481,0.11741347809472588,471_left,2833_right,Riesling Auslese Oberhäuser Brücke Goldkapsel 375 ml,Weingut Dönnhoff, Deutschland ,Nahe,white,Oberhäuser Leistenberg Riesling Kabinett,Dönnhoff,Deutschland,Nahe,white
56987,0.11512850221633193,475_left,1846_right,Weißburgunder -S-,Weingut Dönnhoff, Deutschland ,Nahe,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
77853,0.1146165191706713,760_left,1445_right,Grüner Veltliner trocken Feuersbrunner ROSENBERG,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
83661,0.1146165191706713,817_left,1445_right,Grüner Veltliner trocken Feuersbrunner ROSENBERG,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
52683,0.1146165191706713,423_left,1445_right,Grüner Veltliner trocken Feuersbrunner ROSENBERG,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
68775,0.1146165191706713,648_left,1445_right,Grüner Veltliner trocken Feuersbrunner ROSENBERG,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
83771,0.11346913181763593,823_left,6372_right,Riesling trocken Pettenthal GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
87395,0.11346913181763593,877_left,6372_right,Riesling trocken Pettenthal GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
71964,0.11346913181763593,687_left,6372_right,Riesling trocken Pettenthal GG Magnum,Weingut Kühling-Gillot, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
20891,0.11250553348128906,172_left,5859_right,Barolo DOCG Parussi,Massolino, Italien ,Piemont,red,Barolo,Massolino,Italien,Barolo,red
39919,0.11250553348128906,301_left,5859_right,Barolo DOCG Margheria,Massolino, Italien ,Piemont,red,Barolo,Massolino,Italien,Barolo,red
39827,0.11250553348128906,300_left,5859_right,Barolo DOCG Parussi,Massolino, Italien ,Piemont,red,Barolo,Massolino,Italien,Barolo,red
46362,0.11250553348128906,337_left,5859_right,Barolo DOCG Margheria,Massolino, Italien ,Piemont,red,Barolo,Massolino,Italien,Barolo,red
58227,0.11207887747672693,484_left,2118_right,Grüner Veltliner trocken 'Ried Längen',Weingut Prechtl, Österreich ,Weinviertel DAC,white,Hund Grüner Veltliner Reserve,Weingut R&A Pfaffl,Österreich,Weinviertel,white
52579,0.11197714430241712,421_left,1445_right,Grüner Veltliner trocken Engabrunner STEIN,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
77749,0.11197714430241712,758_left,1445_right,Grüner Veltliner trocken Engabrunner STEIN,Weingut Bernhard Ott, Österreich ,Wagram,white,Fass 4,Bernhard Ott,Österreich,Wagram,white
35489,0.11163242439684473,273_left,51_right,"Château du Roc, Côtes de Castillon",Château du Roc, Frankreich ,Bordeaux,red,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,Frankreich,Castillon - Côtes de Bordeaux,red
83755,0.11163242439684473,822_left,51_right,"Château du Roc, Côtes de Castillon",Château du Roc, Frankreich ,Bordeaux,red,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,Frankreich,Castillon - Côtes de Bordeaux,red
48959,0.11090666935215872,363_left,2319_right,Les Vignes de Bila Haut Blanc,Domaine de Bila Haut, Frankreich ,Roussillon,white,Les Vignes de Bila-Haut Côtes du Roussillon Villages,M. Chapoutier,Frankreich,Côtes du Roussillon Villages,red
63917,0.11050060259996795,588_left,2797_right,Riesling Großes Gewächs Zellerweg Am Schwarzen Herrgott,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Mölsheim Riesling,Battenfeld Spanier,Deutschland,Rheinhessen,white
81922,0.11050060259996795,798_left,2797_right,Riesling Großes Gewächs Zellerweg Am Schwarzen Herrgott,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Mölsheim Riesling,Battenfeld Spanier,Deutschland,Rheinhessen,white
85246,0.11050060259996795,848_left,2797_right,Riesling Großes Gewächs Zellerweg Am Schwarzen Herrgott,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Mölsheim Riesling,Battenfeld Spanier,Deutschland,Rheinhessen,white
58797,0.11003172718634063,499_left,6372_right,Weisser Burgunder trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
79492,0.11003172718634063,779_left,6372_right,Weisser Burgunder trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
67288,0.11003172718634063,630_left,6372_right,Weisser Burgunder trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
83306,0.11003172718634063,809_left,6372_right,Weisser Burgunder trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
78486,0.10793223140024784,766_left,6372_right,Weissburgunder trocken 'Eintausender',Weingut Dreissigacker, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
58383,0.10793223140024784,487_left,6372_right,Weissburgunder trocken 'Eintausender',Weingut Dreissigacker, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
