,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
61873,0.5765763286236874,537_left,1822_right,Grüner Veltliner Ried Lamm Erste Lage ÖTW,Schloss Gobelsburg, Österreich ,Kamptal,white,Grüner Veltliner,Schloss Gobelsburg,Österreich,Kamptal,white
87767,0.5765413681015297,896_left,10377_right,Brut Blanc,Bouvet Ladubay, Frankreich ,Loire,sparkling,Crémant de Loire Blanc de Blancs Brut,Bouvet-Ladubay,Frankreich,Crémant de Loire,sparkling
64384,0.5762007302446245,595_left,6150_right,Riesling Spätlese Goldkapsel FELSENECK,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Riesling Trocken,Schäfer-Fröhlich,Deutschland,Nahe,white
35693,0.5744720706164227,275_left,1201_right,Barolo 'Rocche di Castiglione',Vietti, Italien ,Piemont,red,Barolo Rocche di Castiglione,Sordo,Italien,Barolo,red
4856,0.5689034298385194,61_left,2361_right,Barbaresco DOCG 'Ronchi',Albino Rocca, Italien ,Piemont,red,Barbaresco Vigneto Brich Ronchi,Albino Rocca,Italien,Barbaresco,red
23978,0.5689034298385194,188_left,2361_right,Barbaresco DOCG 'Ronchi',Albino Rocca, Italien ,Piemont,red,Barbaresco Vigneto Brich Ronchi,Albino Rocca,Italien,Barbaresco,red
84320,0.560417223983719,836_left,3604_right,Riesling trocken Pechstein Forst GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
74117,0.560417223983719,724_left,3604_right,Riesling trocken Pechstein Forst GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
87608,0.560417223983719,891_left,3604_right,Riesling trocken Pechstein Forst GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
61882,0.5598719373506993,540_left,7728_right,Sauvignon Blanc trocken,Weingut Oliver Zeter, Deutschland ,Pfalz,white,Sauvignon Blanc Trocken,Weingut Metzger,Deutschland,Pfalz,white
61828,0.5552716130351335,535_left,2409_right,Chardonnay,Markus Schneider, Deutschland ,Pfalz,white,Chardonnay,Schneider,Deutschland,Pfalz,white
1793,0.55298468752313,24_left,5315_right,Petit Noir trocken,Weingut Metzger, Deutschland ,Pfalz,red,Prago Pinot Noir,Weingut Metzger,Deutschland,Pfalz,red
108,0.5510230354197367,6_left,3783_right,Terre de Bussière IGP,Domaine de la Janasse, Frankreich ,Rhône,red,Vin de Pays Terre de Bussière Principauté d'Orange,Domaine de la Janasse,Frankreich,Vaucluse,red
87486,0.5490714432588092,883_left,3604_right,Riesling trocken Jesuitengarten Forst GG,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
83853,0.5490714432588092,828_left,3604_right,Riesling trocken Jesuitengarten Forst GG,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
72124,0.5490714432588092,694_left,3604_right,Riesling trocken Jesuitengarten Forst GG,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
56074,0.5456218860676886,467_left,2498_right,Chablis,Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis,Moreau-Naudet,Frankreich,Chablis,white
69412,0.5357048124683857,656_left,8961_right,Riesling trocken Goldtröpfchen GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,SL Riesling Trocken,Schloss Lieser,Deutschland,Mosel,white
87007,0.5357048124683857,870_left,8961_right,Riesling trocken Goldtröpfchen GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,SL Riesling Trocken,Schloss Lieser,Deutschland,Mosel,white
69302,0.5354536849986566,654_left,1934_right,Riesling Wehlener Sonnenuhr GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Himmelreich Riesling GG,Schloss Lieser,Deutschland,Mosel,white
86897,0.5354536849986566,868_left,1934_right,Riesling Wehlener Sonnenuhr GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Himmelreich Riesling GG,Schloss Lieser,Deutschland,Mosel,white
20000,0.5350084025362226,161_left,2531_right,Ursprung Rotweincuvée Magnum,Markus Schneider, Deutschland ,Pfalz,red,Ursprung,Schneider,Deutschland,Pfalz,red
0,0.5349645083630723,0_left,5315_right,Filet Noir trocken,Weingut Metzger, Deutschland ,Pfalz,red,Prago Pinot Noir,Weingut Metzger,Deutschland,Pfalz,red
72960,0.5332578145442242,707_left,3604_right,Riesling trocken Forster Ungeheuer GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
87523,0.5332578145442242,885_left,3604_right,Riesling trocken Forster Ungeheuer GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
84246,0.5332578145442242,832_left,3604_right,Riesling trocken Forster Ungeheuer GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
79264,0.529464430181045,774_left,7685_right,Riesling trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
58517,0.529464430181045,493_left,7685_right,Riesling trocken VDP.Gutswein,Ökonomierat Rebholz, Deutschland ,Pfalz,white,Vom Buntsandstein Riesling Trocken,Ökonomierat Rebholz,Deutschland,Pfalz,white
61876,0.524789991707515,538_left,1822_right,Grüner Veltliner Ried Lamm Erste Lage ÖTW Magnum,Schloss Gobelsburg, Österreich ,Kamptal,white,Grüner Veltliner,Schloss Gobelsburg,Österreich,Kamptal,white
46454,0.52365698281974,338_left,2599_right,Brunello di Montalcino CERRETALTO,Az. Agr. Casanova di Neri, Italien ,Toscana,red,Brunello di Montalcino,Casanova di Neri,Italien,Brunello di Montalcino,red
37319,0.5233848909577621,285_left,3489_right,Châteauneuf-du-Pape rouge 'Sanctus Sanctorum' Magnum,Clos Saint Jean, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Clos Saint Jean,Frankreich,Châteauneuf-du-Pape,red
48145,0.5233848909577621,347_left,3489_right,Châteauneuf-du-Pape rouge 'Sanctus Sanctorum' Magnum,Clos Saint Jean, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Clos Saint Jean,Frankreich,Châteauneuf-du-Pape,red
62953,0.5219616345681539,575_left,915_right,Riesling Kabinett Wehlener Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Wehlener Sonnenuhr Riesling Alte Reben GG,S.A. Prüm,Deutschland,Mosel,white
50708,0.5219616345681539,395_left,915_right,Riesling Kabinett Wehlener Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Wehlener Sonnenuhr Riesling Alte Reben GG,S.A. Prüm,Deutschland,Mosel,white
87562,0.5173537727202354,888_left,3604_right,Riesling trocken Forster Kirchenstück GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
84285,0.5173537727202354,835_left,3604_right,Riesling trocken Forster Kirchenstück GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
72999,0.5173537727202354,710_left,3604_right,Riesling trocken Forster Kirchenstück GG Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,white,Riesling Trocken,Reichsrat von Buhl,Deutschland,Pfalz,white
2396,0.5165861456817885,34_left,2651_right,"Montepulciano d'Abruzzo DOC ""Fantini"" Magnum",Farnese Vini srl, Italien ,Abruzzen,red,Fantini Montepulciano d'Abruzzo,Farnese,Italien,Montepulciano d'Abruzzo,red
79499,0.513707074702663,782_left,6372_right,Riesling trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
58804,0.513707074702663,502_left,6372_right,Riesling trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
68827,0.5124983356940014,649_left,6150_right,Riesling Großes Gewächs FELSENECK Imperial,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Riesling Trocken,Schäfer-Fröhlich,Deutschland,Nahe,white
86716,0.5124983356940014,865_left,6150_right,Riesling Großes Gewächs FELSENECK Imperial,Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Riesling Trocken,Schäfer-Fröhlich,Deutschland,Nahe,white
49379,0.5121542514205961,369_left,8632_right,"RIESLING Smaragd ""Vinothekfüllung""",Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
75446,0.5121100015677812,735_left,12818_right,Hauswein Rosé Literflasche,Weingut Metzger, Deutschland ,Pfalz,sparkling,Spätburgunder Rosé,Weingut Metzger,Deutschland,Pfalz,rosé
88482,0.5071439689596446,906_left,10474_right,Reserve Brut Weißburgunder & Chardonnay,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,sparkling,Riesling Brut,Reichsrat von Buhl,Deutschland,Pfalz,sparkling
52735,0.5011260432339306,424_left,9145_right,Grüner Veltliner trocken DER OTT®,Weingut Bernhard Ott, Österreich ,Niederösterreich,white,Der Ott,Bernhard Ott,Österreich,Wagram,white
77905,0.5011260432339306,761_left,9145_right,Grüner Veltliner trocken DER OTT®,Weingut Bernhard Ott, Österreich ,Niederösterreich,white,Der Ott,Bernhard Ott,Österreich,Wagram,white
50644,0.4999222531199333,393_left,915_right,Riesling Auslese Wehlener Sonnenuhr,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Wehlener Sonnenuhr Riesling Alte Reben GG,S.A. Prüm,Deutschland,Mosel,white
61879,0.49517776736847363,539_left,1822_right,Grüner Veltliner Ried Lamm Erste Lage ÖTW Doppelmagnum,Schloss Gobelsburg, Österreich ,Kamptal,white,Grüner Veltliner,Schloss Gobelsburg,Österreich,Kamptal,white
5074,0.49295316765173863,63_left,2361_right,Barbaresco DOCG 'Ronchi' Riserva,Albino Rocca, Italien ,Piemont,red,Barbaresco Vigneto Brich Ronchi,Albino Rocca,Italien,Barbaresco,red
58045,0.4894062579778224,481_left,2496_right,Gelber Muskateller trocken -B-,Weingut Metzger, Deutschland ,Pfalz,white,Chardonnay Trocken,Weingut Metzger,Deutschland,Pfalz,white
69448,0.48489702370014126,657_left,9705_right,Riesling Niederberg Helden GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
87043,0.48489702370014126,871_left,9705_right,Riesling Niederberg Helden GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
69266,0.48391847555221335,653_left,8961_right,Riesling trocken Goldtröpfchen GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,SL Riesling Trocken,Schloss Lieser,Deutschland,Mosel,white
86861,0.48391847555221335,867_left,8961_right,Riesling trocken Goldtröpfchen GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,SL Riesling Trocken,Schloss Lieser,Deutschland,Mosel,white
72620,0.48323222872538935,699_left,1388_right,Riesling Auslese *** Goldkapsel Zeltinger Sonnenuhr,Weingut Markus Molitor, Deutschland ,Mosel,white,Zeltinger Himmelreich Riesling Kabinett,Markus Molitor,Deutschland,Mosel,white
48434,0.47386809843640265,356_left,1997_right,Riesling trocken -C- Liter,Weingut Metzger, Deutschland ,Pfalz,white,Well Done Riesling Trocken,Weingut Metzger,Deutschland,Pfalz,white
77684,0.4668666612183635,754_left,523_right,"Ribera del Duero ""Gazur""",Bodegas Matallana, Spanien ,Ribera del Duero,red,Ribera del Duero Reserva,Matarromera,Spanien,Ribera del Duero,red
7052,0.4668666612183635,77_left,523_right,"Ribera del Duero ""Gazur""",Bodegas Matallana, Spanien ,Ribera del Duero,red,Ribera del Duero Reserva,Matarromera,Spanien,Ribera del Duero,red
73897,0.46265556346256603,722_left,1388_right,Riesling Auslese *** Goldkapsel Zeltinger Schlossberg,Weingut Markus Molitor, Deutschland ,Mosel,white,Zeltinger Himmelreich Riesling Kabinett,Markus Molitor,Deutschland,Mosel,white
49378,0.46036791450442366,368_left,8632_right,"RIESLING Smaragd ""Vinothekfüllung"" Magnum",Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
18630,0.45682810254723716,149_left,1055_right,Brunello di Montalcino,Caparzo, Italien ,Toscana,red,Brunello di Montalcino,Caparzo,Italien,Brunello di Montalcino,red
89286,0.4553576320434722,924_left,10474_right,Reserve Brut Weißburgunder & Chardonnay Magnum,Weingut Reichsrat von Buhl, Deutschland ,Pfalz,sparkling,Riesling Brut,Reichsrat von Buhl,Deutschland,Pfalz,sparkling
5544,0.454333240993594,67_left,898_right,Chianti Classico Berardenga,Fèlsina Società Agricola, Italien ,Toscana,red,Berardenga Chianti Classico,Fèlsina,Italien,Chianti Classico,red
49978,0.45354552631034456,385_left,7728_right,Sauvignon Blanc trocken Tradition,Weingut Philipp Kuhn, Deutschland ,Pfalz,white,Sauvignon Blanc Trocken,Weingut Metzger,Deutschland,Pfalz,white
29744,0.45142368285963624,230_left,216_right,Langhe Nebbiolo 'Perbacco',Vietti, Italien ,Piemont,red,Perbacco Nebbiolo,Vietti,Italien,Langhe,red
16949,0.45142368285963624,137_left,216_right,Langhe Nebbiolo 'Perbacco',Vietti, Italien ,Piemont,red,Perbacco Nebbiolo,Vietti,Italien,Langhe,red
4080,0.4503918636394399,49_left,1536_right,Châteauneuf-du-Pape Rouge,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
77663,0.4503918636394399,752_left,1536_right,Châteauneuf-du-Pape Rouge,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
43811,0.44868022030829585,324_left,7001_right,Château Léoville-Poyferré Grand Cru Classé,Château Léoville-Poyferré, Frankreich ,Bordeaux,red,Saint-Julien (Grand Cru Classé),Château Léoville Poyferré,Frankreich,Saint-Julien,red
63442,0.4480097248560091,582_left,3656_right,I Sistri Bianco Toscana,Fèlsina Società Agricola, Italien ,Toscana,white,I Sistri Chardonnay,Fèlsina,Italien,Toscana,white
87399,0.44739542851563197,879_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
83775,0.44739542851563197,825_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
71968,0.44739542851563197,689_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
87477,0.44610862645592037,882_left,2406_right,Riesling Juffer Sonnenuhr GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
72115,0.44610862645592037,693_left,2406_right,Riesling Juffer Sonnenuhr GG,Weingut Schloss Lieser, Deutschland ,Mosel,white,Brauneberger Juffer-Sonnenuhr Riesling Spätlese Trocken,Weingut Paulinshof,Deutschland,Mosel,white
12200,0.44572914533595487,106_left,4911_right,Chianti Classico Magnum,Isole e Olena s.r.l., Italien ,Toscana,red,Chianti Classico,Isole e Olena,Italien,Chianti Classico,red
4948,0.4411668307355662,62_left,2361_right,Barbaresco DOCG 'Ronchi' Riserva Magnum,Albino Rocca, Italien ,Piemont,red,Barbaresco Vigneto Brich Ronchi,Albino Rocca,Italien,Barbaresco,red
49409,0.4361675528853056,379_left,6672_right,Trebbiano d'Abruzzo,Azienda Agricola Valentini, Italien ,Abruzzen,white,Trebbiano d'Abruzzo,Valentini,Italien,Trebbiano d'Abruzzo,white
49392,0.4361675528853056,378_left,6672_right,Trebbiano d'Abruzzo,Azienda Agricola Valentini, Italien ,Abruzzen,white,Trebbiano d'Abruzzo,Valentini,Italien,Trebbiano d'Abruzzo,white
69257,0.43311068678396875,652_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
73888,0.43311068678396875,721_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
87599,0.43311068678396875,890_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
71067,0.43311068678396875,674_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
86852,0.43311068678396875,866_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
87351,0.43311068678396875,875_left,9705_right,Riesling Niederberg Helden GG Magnum,Weingut Schloss Lieser, Deutschland ,Mosel,white,Niederberg Helden Riesling Spätlese Feinherb,Weingut Thanisch,Deutschland,Mosel,white
67287,0.4311924561486903,629_left,3111_right,Blanc de Noir Spätburgunder trocken,Weingut K.-H. Milch, Deutschland ,Rheinhessen,white,Blanc de Noir Spätburgunder Trocken,Manz,Deutschland,Rheinhessen,white
71635,0.43036806470434436,682_left,8632_right,Riesling Selection „Ried Pfaffenberg“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
63017,0.427489216643213,577_left,121_right,Riesling Spätlese Graacher Himmelreich,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Bernkasteler Badstube Riesling Spätlese,Joh. Jos. Prüm,Deutschland,Bernkastel,white
50772,0.427489216643213,397_left,121_right,Riesling Spätlese Graacher Himmelreich,Weingut Joh. Jos. Prüm, Deutschland ,Mosel,white,Bernkasteler Badstube Riesling Spätlese,Joh. Jos. Prüm,Deutschland,Bernkastel,white
4756,0.4261693551685714,57_left,1757_right,SAFFREDI,Fattoria Le Pupille, Italien ,Toscana,red,Poggio Valente,Fattoria le Pupille,Italien,Toscana,red
29805,0.4261693551685714,231_left,1757_right,SAFFREDI,Fattoria Le Pupille, Italien ,Toscana,red,Poggio Valente,Fattoria le Pupille,Italien,Toscana,red
89314,0.4229744187016778,926_left,10964_right,Champagne 'Les Rocheforts' Premier Cru Extra Brut,Champagne Etienne Calsac, Frankreich ,Champagne,sparkling,Blanc de Blancs Extra Brut Champagne Premier Cru,Champagne de Saint-Gall,Frankreich,Champagne Premier Cru,sparkling
60608,0.42199005796485195,520_left,1846_right,Weißburgunder trocken,Weingut Dönnhoff, Deutschland ,Nahe,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
10389,0.421540506575514,95_left,3489_right,Châteauneuf-du-Pape rouge 'Deus Ex Machina',Clos Saint Jean, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Clos Saint Jean,Frankreich,Châteauneuf-du-Pape,red
48371,0.42084099336449865,352_left,708_right,Grauburgunder OKTAV,Weinhaus Heger, Deutschland ,Baden,white,Sonett Grauburgunder,Heger,Deutschland,Baden,white
2389,0.4203933093505293,33_left,1935_right,Côtes du Rhône Rouge 'Réserve',Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Coudoulet de Beaucastel Côtes-du-Rhône,Château de Beaucastel,Frankreich,Côtes-du-Rhône,red
71963,0.41688237845197595,686_left,8632_right,Riesling Smaragd „Ried Schütt“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
49390,0.41688237845197595,376_left,8632_right,RIESLING Smaragd „Ried Schütt“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
62014,0.41688237845197595,550_left,8632_right,Riesling Smaragd „Ried Schütt“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
62236,0.412790520444412,560_left,1846_right,Weissburgunder trocken,Weingut Walter, Deutschland ,Mosel,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
17013,0.41210837365462977,139_left,6156_right,Dolcetto d'Alba DOC 'Tre Vigne',Vietti, Italien ,Piemont,red,Barbera d'Alba Tre Vigne,Vietti,Italien,Barbera d'Alba,red
71962,0.40568930838786954,685_left,8632_right,Riesling Smaragd „Ried Kellerberg“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
62005,0.40568930838786954,544_left,8632_right,Riesling Smaragd „Ried Kellerberg“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
49377,0.40568930838786954,367_left,8632_right,RIESLING Smaragd „Ried Kellerberg“,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
61091,0.40537136432207965,528_left,6372_right,Riesling trocken Literflasche,Weingut Winter, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
74987,0.404930621230464,731_left,9828_right,"Rosa dei Frati, Riviera del Garda Classico",Cà dei Frati, Italien ,Lombardei,sparkling,Cuvée dei Frati Brut,Cà dei Frati,Italien,Lombardia,sparkling
52859,0.40275618725561263,435_left,1846_right,Weissburgunder trocken,Weingut Knebel, Deutschland ,Mosel,white,Weissburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
24288,0.40018979748663214,191_left,2214_right,Rosso di Montalcino,Caparzo, Italien ,Toscana,red,Rosso di Montalcino,Caparzo,Italien,Rosso di Montalcino,red
34165,0.39860552672326743,265_left,1536_right,Châteauneuf-du-Pape Rouge Magnum,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
83815,0.3956090915994595,827_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG Magnum,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
72008,0.3956090915994595,691_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG Magnum,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
87439,0.3956090915994595,881_left,8937_right,Riesling trocken Zellerweg Am Schwarzen Herrgott GG Magnum,Weingut Battenfeld-Spanier, Deutschland ,Rheinhessen,white,Riesling Trocken,Battenfeld Spanier,Deutschland,Rheinhessen,white
63649,0.3893635727698651,585_left,6279_right,Chablis Premier Cru 'Montée de Tonnerre',Domaine Moreau Naudet, Frankreich ,Bourgogne,white,Chablis Premier Cru 'Montée de Tonnerre',Louis Michel & Fils,Frankreich,Chablis Premier Cru,white
56359,0.3886423011176888,469_left,1578_right,Riesling trocken Roxheimer Höllenpfad,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling Trocken,Dönnhoff,Deutschland,Nahe,white
48372,0.3878118752898146,353_left,708_right,Grauburgunder Liter,Weinhaus Heger, Deutschland ,Baden,white,Sonett Grauburgunder,Heger,Deutschland,Baden,white
76439,0.386644630487291,741_left,932_right,Dolomiti Rosso 'Réserve del Conte',Manincor, Italien ,Südtirol/Alto Adige,red,Réserve della Contessa,Manincor,Italien,Südtirol - Alto Adige,white
212,0.386644630487291,11_left,932_right,Dolomiti Rosso 'Réserve del Conte',Manincor, Italien ,Südtirol/Alto Adige,red,Réserve della Contessa,Manincor,Italien,Südtirol - Alto Adige,white
48362,0.38365970601264004,350_left,4631_right,Sauvignon Blanc trocken,Weingut Weedenborn, Deutschland ,Rheinhessen,white,Sauvignon Blanc Trocken,Hofmann,Deutschland,Rheinhessen,white
55576,0.37938647080805465,462_left,1388_right,"Riesling Auslese *** Zeltinger Sonnenuhr, weiße Kapsel",Weingut Markus Molitor, Deutschland ,Mosel,white,Zeltinger Himmelreich Riesling Kabinett,Markus Molitor,Deutschland,Mosel,white
62030,0.37858172778817184,557_left,8632_right,Riesling Selection „Ried Pfaffenberg“ Magnum,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
52841,0.37858172778817184,426_left,8632_right,Riesling Selection „Ried Pfaffenberg“ Magnum,Weingut Emmerich Knoll, Österreich ,Wachau,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
70242,0.3777825669391683,664_left,1578_right,Riesling trocken Norheimer Dellchen GG,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling Trocken,Dönnhoff,Deutschland,Nahe,white
87298,0.3777825669391683,874_left,1578_right,Riesling trocken Norheimer Dellchen GG,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling Trocken,Dönnhoff,Deutschland,Nahe,white
77743,0.3759803952282311,755_left,6372_right,Westhofener Riesling trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
51865,0.3759803952282311,409_left,6372_right,Westhofener Riesling trocken,Weingut Wittmann, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
4758,0.3743830182523989,58_left,1757_right,SAFFREDI Magnum,Fattoria Le Pupille, Italien ,Toscana,red,Poggio Valente,Fattoria le Pupille,Italien,Toscana,red
90113,0.37118808178550533,936_left,10964_right,Champagne 'Les Rocheforts' Premier Cru Extra Brut Magnum,Champagne Etienne Calsac, Frankreich ,Champagne,sparkling,Blanc de Blancs Extra Brut Champagne Premier Cru,Champagne de Saint-Gall,Frankreich,Champagne Premier Cru,sparkling
66276,0.3699007216969617,618_left,6150_right,"Riesling Großes Gewächs FELSENECK, 5 Liter",Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Riesling Trocken,Schäfer-Fröhlich,Deutschland,Nahe,white
86227,0.3699007216969617,860_left,6150_right,"Riesling Großes Gewächs FELSENECK, 5 Liter",Weingut Schäfer-Fröhlich, Deutschland ,Nahe,white,Riesling Trocken,Schäfer-Fröhlich,Deutschland,Nahe,white
