,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
65297,0.22329228862146644,606_left,283_right,riesling großes gewächs wehlener sonnenuhr,weingut schloss lieser, Deutschland ,Mosel,white,wehlener sonnenuhr riesling spätlese,markus molitor,Deutschland,Mosel,white
4716,0.222793244025841,59_left,6274_right,nebbiolo d'alba doc,albino rocca, Italien ,Piemont,red,nebbiolo d’alba,bruno giacosa,Italien,Piemont,red
52785,0.2195884719936305,425_left,6372_right,grauburgunder trocken,weingut winter, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
58351,0.2178833879120511,488_left,6372_right,grauburgunder trocken,weingut dreissigacker, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
78429,0.2178833879120511,767_left,6372_right,grauburgunder trocken,weingut dreissigacker, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
60577,0.21395418503563127,523_left,6372_right,riesling trocken,weingut dönnhoff, Deutschland ,Nahe,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
49361,0.20950341085739416,380_left,4897_right,chardonnay & weißer burgunder trocken 'vom kalkstein',weingut k.-h. milch, Deutschland ,Rheinhessen,white,westhofener weisser burgunder - chardonnay trocken,wittmann,Deutschland,Rheinhessen,white
60559,0.2031829944987475,521_left,1846_right,weißburgunder & grauburgunder trocken „doppelstück“,weingut dönnhoff, Deutschland ,Nahe,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
90264,0.20257182246021752,939_left,12703_right,cuvée cristal brut blanc,champagne louis roederer, Frankreich ,Champagne,sparkling,brut premier champagne,louis roederer,Frankreich,Champagne Premier Cru,sparkling
52356,0.20117332006631766,420_left,2729_right,chardonnay trocken 'vom kalkstein',weingut k.-h. milch, Deutschland ,Rheinhessen,white,riesling vom kalkstein trocken,wittmann,Deutschland,Rheinhessen,white
26006,0.19922069319100402,206_left,7959_right,plumbago rosso sicilia doc,aziende agricole planeta s.s., Italien ,Sizilien,red,plumbago nero d'avola sicilia,planeta,Italien,Sizilien,red
46995,0.19892859356128023,341_left,3816_right,château troplong-mondot premier grand cru classé,château troplong-mondot, Frankreich ,Bordeaux,red,château margaux (premier grand cru classé),château margaux,Frankreich,Margaux,red
56394,0.1985799175821329,470_left,227_right,riesling spätlese norheimer kirschheck,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
41836,0.19845907665932502,313_left,6942_right,"barbera d'alba ""vigna scarrone"" magnum",vietti, Italien ,Piemont,red,barbera d'alba,borgogno,Italien,Piemont,red
48371,0.19809514540247503,359_left,2409_right,gewürztraminer reserve,markus schneider, Deutschland ,Pfalz,white,chardonnay,schneider,Deutschland,Pfalz,white
78432,0.19772819496453448,768_left,6687_right,bourgogne rouge,domaine christian clerget, Frankreich ,Bourgogne,red,pinot noir bourgogne,domaine faiveley,Frankreich,Bourgogne,red
11089,0.19772819496453448,100_left,6687_right,bourgogne rouge,domaine christian clerget, Frankreich ,Bourgogne,red,pinot noir bourgogne,domaine faiveley,Frankreich,Bourgogne,red
72561,0.19757461584997793,700_left,2406_right,riesling spätlese zeltinger sonnenuhr magnum,weingut markus molitor, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
58806,0.19613744828393181,504_left,2584_right,grauer burgunder trocken,weingut von winning, Deutschland ,Pfalz,white,grauburgunder trocken,weingut metzger,Deutschland,Pfalz,white
51850,0.1945184623219248,414_left,227_right,riesling großes gewächs norheimer dellchen,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
84447,0.1945184623219248,839_left,227_right,riesling großes gewächs norheimer dellchen,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
7523,0.19381215148522132,81_left,5638_right,gevrey-chambertin 1er cru 'les cazetiers',domaine faiveley, Frankreich ,Bourgogne,red,gevrey-chambertin vieilles vignes,domaine faiveley,Frankreich,Gevrey-Chambertin,red
41399,0.19353292978886547,309_left,3816_right,château croix figeac premier grand cru classé,château croix figeac, Frankreich ,Bordeaux,red,château margaux (premier grand cru classé),château margaux,Frankreich,Margaux,red
48311,0.19092454710086723,355_left,1638_right,riesling schiefersteil,weingut markus molitor, Deutschland ,Mosel,white,haus klosterberg riesling trocken,markus molitor,Deutschland,Mosel,white
45508,0.18984502748978216,332_left,1372_right,sammarco,castello dei rampolla, Italien ,Toscana,red,chianti classico,castello dei rampolla,Italien,Chianti Classico,red
57022,0.18540828354390027,476_left,227_right,chardonnay -s -,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
55422,0.18306360129480553,458_left,1846_right,weißburgunder *** selektion trocken,weingut holger koch, Deutschland ,Baden,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
54319,0.1821765783093441,449_left,1739_right,chablis 1er cru 'fourchaume',bessin - tremblay (domaine bessin), Frankreich ,Bourgogne,white,chablis 1er cru 'fourchaume',la chablisienne,Frankreich,Chablis 1er Cru 'Fourchaume',white
67315,0.1821765783093441,635_left,1739_right,chablis 1er cru 'fourchaume',bessin - tremblay (domaine bessin), Frankreich ,Bourgogne,white,chablis 1er cru 'fourchaume',la chablisienne,Frankreich,Chablis 1er Cru 'Fourchaume',white
87361,0.18115951055779714,880_left,6372_right,riesling trocken hipping gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
71922,0.18115951055779714,690_left,6372_right,riesling trocken hipping gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
83763,0.18115951055779714,826_left,6372_right,riesling trocken hipping gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
72178,0.1806092866147753,696_left,465_right,chardonnay beerenauslese sw 375 ml,weingut velich, Österreich ,Burgenland,white,to,velich,Österreich,Burgenland,white
72719,0.17983444985571023,703_left,227_right,riesling spätlese niederhäuser hermannshöhle magnum,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
87663,0.17730667123181973,894_left,10194_right,pink cuvee 22 vino spumante extra dry,borgo molino, Italien ,Veneto,sparkling,motivo rosé extra dry,borgo molino,Italien,Veneto,sparkling
56853,0.17558513269624818,473_left,227_right,riesling spätlese oberhäuser brücke,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
52797,0.17526493107173738,434_left,5942_right,riesling,weingut knebel, Deutschland ,Mosel,white,rotschiefer riesling,weingut würtzberg,Deutschland,Mosel,white
55448,0.17471241211906333,460_left,428_right,"riesling auslese *** erdener treppchen, weiße kapsel",weingut markus molitor, Deutschland ,Mosel,white,saarburger rausch auslese riesling **,markus molitor,Deutschland,Mosel,white
51988,0.1712194621773908,416_left,227_right,riesling großes gewächs kreuznacher krötenpfuhl,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
84585,0.1712194621773908,841_left,227_right,riesling großes gewächs kreuznacher krötenpfuhl,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
87825,0.17013970101195958,900_left,11779_right,saumur brut 'saphir',bouvet ladubay, Frankreich ,Loire,sparkling,crémant de loire brut rosé,bouvet-ladubay,Frankreich,Crémant de Loire,sparkling
55911,0.1686438628870925,466_left,2498_right,chablis 1er cru 'les forêts',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis,moreau-naudet,Frankreich,Chablis,white
52966,0.16834635578677312,436_left,2930_right,riesling kabinett 'röttgen',weingut knebel, Deutschland ,Mosel,white,riesling,reinhard knebel,Deutschland,Mosel,white
87321,0.1652554687338084,878_left,6372_right,riesling trocken pettenthal gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
83723,0.1652554687338084,824_left,6372_right,riesling trocken pettenthal gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
71882,0.1652554687338084,688_left,6372_right,riesling trocken pettenthal gg,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
71223,0.16485983949809838,677_left,1828_right,beerenauslese cuvée 375 ml,weingut kracher, Österreich ,Burgenland,white,zweigelt trocken,kracher,Österreich,Burgenland,red
72683,0.16482801875916495,702_left,1638_right,riesling auslese *** trocken zeltinger sonnenuhr magnum,weingut markus molitor, Deutschland ,Mosel,white,haus klosterberg riesling trocken,markus molitor,Deutschland,Mosel,white
25297,0.164398405149936,201_left,6687_right,bourgogne rouge ac,domaine hudelot-noëllat, Frankreich ,Bourgogne,red,pinot noir bourgogne,domaine faiveley,Frankreich,Bourgogne,red
72920,0.16353140781659842,711_left,2833_right,riesling spätlese oberhäuser brücke *monopol* magnum,weingut dönnhoff, Deutschland ,Nahe,white,oberhäuser leistenberg riesling kabinett,dönnhoff,Deutschland,Nahe,white
51477,0.1618707114760525,404_left,6372_right,weissburgunder trocken literflasche,weingut weedenborn, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
69657,0.1605703157546085,660_left,153_right,riesling trocken felsenberg gg,weingut schäfer-fröhlich, Deutschland ,Nahe,white,felsenberg gg,dönnhoff,Deutschland,Nahe,white
86976,0.1605703157546085,872_left,153_right,riesling trocken felsenberg gg,weingut schäfer-fröhlich, Deutschland ,Nahe,white,felsenberg gg,dönnhoff,Deutschland,Nahe,white
1463,0.1585622230414098,18_left,9658_right,vernatsch 'der keil',manincor, Italien ,Südtirol/Alto Adige,red,cassiano,manincor,Italien,Südtirol - Alto Adige,red
77595,0.1585622230414098,750_left,9658_right,vernatsch 'der keil',manincor, Italien ,Südtirol/Alto Adige,red,cassiano,manincor,Italien,Südtirol - Alto Adige,red
10028,0.15761756086857467,93_left,6567_right,menage à trois,weingut prechtl, Österreich ,Weinviertel DAC,red,toreye ménage à trois,eymann,Deutschland,Pfalz,white
55408,0.15742944154066668,456_left,1846_right,weißburgunder kaiserstuhl trocken,weingut holger koch, Deutschland ,Baden,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
69653,0.15246079714190675,659_left,40_right,chardonnay 'reserve',weingut weedenborn, Deutschland ,Rheinhessen,white,chardonnay réserve,knewitz,Deutschland,Rheinhessen,white
16700,0.15172004474090436,133_left,6674_right,6er set  primitivo di manduria 'luccarelli old vines',farnese vini srl, Italien ,Manduria,red,old vines primitivo di manduria,luccarelli,Italien,Primitivo di Manduria,red
62634,0.15003448322012145,572_left,1846_right,weißburgunder herrenstück trocken,weingut holger koch, Deutschland ,Baden,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
66869,0.1495926823483812,622_left,227_right,riesling beerenauslese niederhäuser hermannshöhle 'goldkapsel',weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
74082,0.14923309284683844,725_left,2930_right,riesling winninger uhlen,weingut knebel, Deutschland ,Mosel,white,riesling,reinhard knebel,Deutschland,Mosel,white
56188,0.1455096821631273,468_left,2498_right,chablis vieilles vignes 'les pargues',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis,moreau-naudet,Frankreich,Chablis,white
87521,0.14518680235620968,889_left,6372_right,riesling trocken frauenberg gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
84279,0.14518680235620968,837_left,6372_right,riesling trocken frauenberg gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
74137,0.14518680235620968,726_left,6372_right,riesling trocken frauenberg gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
73070,0.14518680235620968,712_left,6372_right,riesling trocken frauenberg gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
87567,0.14518680235620968,892_left,6372_right,riesling trocken frauenberg gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
58244,0.14262462429414624,485_left,2118_right,grüner veltliner trocken 'alte reben',weingut prechtl, Österreich ,Weinviertel DAC,white,hund grüner veltliner reserve,weingut r&a pfaffl,Österreich,Weinviertel,white
25978,0.1405530541834022,205_left,2473_right,sangiovese rosso toscana,caparzo, Italien ,Toscana,red,toscana rosso,altesino,Italien,Toscana,red
59918,0.1404755173358814,512_left,277_right,weisser burgunder 's' trocken,weingut schäfer-fröhlich, Deutschland ,Nahe,white,weisser burgunder trocken,wittmann,Deutschland,Rheinhessen,white
50257,0.14019265074236661,389_left,6803_right,nahesteiner grauburgunder trocken,schlossgut diel, Deutschland ,Nahe,white,grauburgunder trocken,dönnhoff,Deutschland,Nahe,white
63622,0.14000725749302056,584_left,3557_right,chablis 1er cru 'vaillons',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis 1er cru 'vaillons',domaine servin,Frankreich,Chablis 1er Cru 'Vaillons',white
55613,0.14000725749302056,463_left,3557_right,chablis 1er cru 'vaillons',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis 1er cru 'vaillons',domaine servin,Frankreich,Chablis 1er Cru 'Vaillons',white
14972,0.13990102160366452,122_left,866_right,côtes du rhône villages 'la jérôme',domaine des bosquets, Frankreich ,Rhône,red,côtes du rhône,domaine gassier,Frankreich,Côtes-du-Rhône,red
13655,0.138270385638919,116_left,2575_right,barolo cannubi,reva, Italien ,Piemont,red,cannubi barolo,brezza,Italien,Barolo,red
18781,0.13820887560296666,150_left,2319_right,les vignes de bila haut rouge,domaine de bila haut, Frankreich ,Roussillon,red,les vignes de bila-haut côtes du roussillon villages,m. chapoutier,Frankreich,Côtes du Roussillon Villages,red
29333,0.13820887560296666,227_left,2319_right,les vignes de bila haut rouge,domaine de bila haut, Frankreich ,Roussillon,red,les vignes de bila-haut côtes du roussillon villages,m. chapoutier,Frankreich,Côtes du Roussillon Villages,red
1817,0.13820887560296666,26_left,2319_right,les vignes de bila haut rouge,domaine de bila haut, Frankreich ,Roussillon,red,les vignes de bila-haut côtes du roussillon villages,m. chapoutier,Frankreich,Côtes du Roussillon Villages,red
55766,0.13561474481240843,465_left,2498_right,chablis 1er cru 'les montmains',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis,moreau-naudet,Frankreich,Chablis,white
85272,0.1354415196564802,850_left,2930_right,riesling großes gewächs 'röttgen',weingut knebel, Deutschland ,Mosel,white,riesling,reinhard knebel,Deutschland,Mosel,white
64769,0.1354415196564802,600_left,2930_right,riesling großes gewächs 'röttgen',weingut knebel, Deutschland ,Mosel,white,riesling,reinhard knebel,Deutschland,Mosel,white
60632,0.13469943953439045,525_left,772_right,le blanc de château lynch bages pauillac,château lynch bages, Frankreich ,Bordeaux,white,pauillac (grand cru classé),château lynch-bages,Frankreich,Pauillac,red
73685,0.13246760609768587,718_left,227_right,riesling auslese niederhäuser hermannshöhle 'goldkapsel',weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
88953,0.13232925289968114,922_left,12001_right,"champagne brut 'le truchat"" chardonnay de montgueux",champagne didier doué, Frankreich ,Champagne,sparkling,la chanose sélection brut champagne,didier doué,Frankreich,Schaumwein,sparkling
48244,0.1309387954442961,349_left,1822_right,tradition heritage cuvée 10 jahre,schloss gobelsburg, Österreich ,Kamptal,white,grüner veltliner,schloss gobelsburg,Österreich,Kamptal,white
72881,0.12937317364162468,708_left,6372_right,riesling trocken hipping gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
87482,0.12937317364162468,886_left,6372_right,riesling trocken hipping gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
84205,0.12937317364162468,833_left,6372_right,riesling trocken hipping gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
63075,0.12868553958546708,578_left,2406_right,riesling spätlese wehlener sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
50638,0.12868553958546708,394_left,2406_right,riesling spätlese wehlener sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
42251,0.1274283171297223,316_left,1038_right,château bellevue grand cru classé,château bellevue, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
67279,0.1265744178343643,631_left,1760_right,pinot grigio 'ciari',borgo molino, Italien ,Veneto,white,pinot grigio,gorgo,Italien,Veneto,white
79155,0.12578908266472283,773_left,7685_right,weißer burgunder trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
58432,0.12578908266472283,492_left,7685_right,weißer burgunder trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
50702,0.12281583095027769,396_left,2406_right,riesling spätlese zeltinger sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
62979,0.12281583095027769,576_left,2406_right,riesling spätlese zeltinger sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
64642,0.12246208099375239,597_left,277_right,weisser burgunder 'r' trocken,weingut schäfer-fröhlich, Deutschland ,Nahe,white,weisser burgunder trocken,wittmann,Deutschland,Rheinhessen,white
17044,0.11991369242161096,138_left,6942_right,barbera d'alba scarrone vigna vecchia,vietti, Italien ,Piemont,red,barbera d'alba,borgogno,Italien,Piemont,red
79105,0.11939289845675903,772_left,7685_right,grauer burgunder trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
58382,0.11939289845675903,491_left,7685_right,grauer burgunder trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
83559,0.1187811437242813,816_left,1445_right,grüner veltliner trocken feuersbrunner spiegel,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
52578,0.1187811437242813,422_left,1445_right,grüner veltliner trocken feuersbrunner spiegel,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
77742,0.1187811437242813,759_left,1445_right,grüner veltliner trocken feuersbrunner spiegel,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
68713,0.1187811437242813,647_left,1445_right,grüner veltliner trocken feuersbrunner spiegel,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
88947,0.11835336409578713,918_left,11779_right,saumur brut 'saphir' magnum,bouvet ladubay, Frankreich ,Loire,sparkling,crémant de loire brut rosé,bouvet-ladubay,Frankreich,Crémant de Loire,sparkling
56463,0.11741347809472588,471_left,2833_right,riesling auslese oberhäuser brücke goldkapsel 375 ml,weingut dönnhoff, Deutschland ,Nahe,white,oberhäuser leistenberg riesling kabinett,dönnhoff,Deutschland,Nahe,white
56972,0.11512850221633193,475_left,1846_right,weißburgunder -s-,weingut dönnhoff, Deutschland ,Nahe,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
52630,0.1146165191706713,423_left,1445_right,grüner veltliner trocken feuersbrunner rosenberg,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
68765,0.1146165191706713,648_left,1445_right,grüner veltliner trocken feuersbrunner rosenberg,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
83611,0.1146165191706713,817_left,1445_right,grüner veltliner trocken feuersbrunner rosenberg,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
77794,0.1146165191706713,760_left,1445_right,grüner veltliner trocken feuersbrunner rosenberg,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
83721,0.11346913181763593,823_left,6372_right,riesling trocken pettenthal gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
87319,0.11346913181763593,877_left,6372_right,riesling trocken pettenthal gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
71880,0.11346913181763593,687_left,6372_right,riesling trocken pettenthal gg magnum,weingut kühling-gillot, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
20889,0.11250553348128906,172_left,5859_right,barolo docg parussi,massolino, Italien ,Piemont,red,barolo,massolino,Italien,Barolo,red
39760,0.11250553348128906,300_left,5859_right,barolo docg parussi,massolino, Italien ,Piemont,red,barolo,massolino,Italien,Barolo,red
39852,0.11250553348128906,301_left,5859_right,barolo docg margheria,massolino, Italien ,Piemont,red,barolo,massolino,Italien,Barolo,red
46277,0.11250553348128906,337_left,5859_right,barolo docg margheria,massolino, Italien ,Piemont,red,barolo,massolino,Italien,Barolo,red
58192,0.11207887747672693,484_left,2118_right,grüner veltliner trocken 'ried längen',weingut prechtl, Österreich ,Weinviertel DAC,white,hund grüner veltliner reserve,weingut r&a pfaffl,Österreich,Weinviertel,white
52526,0.11197714430241712,421_left,1445_right,grüner veltliner trocken engabrunner stein,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
77690,0.11197714430241712,758_left,1445_right,grüner veltliner trocken engabrunner stein,weingut bernhard ott, Österreich ,Wagram,white,fass 4,bernhard ott,Österreich,Wagram,white
35465,0.11163242439684473,273_left,51_right,"château du roc, côtes de castillon",château du roc, Frankreich ,Bordeaux,red,castillon - côtes de bordeaux,château d'aiguilhe,Frankreich,Castillon - Côtes de Bordeaux,red
83705,0.11163242439684473,822_left,51_right,"château du roc, côtes de castillon",château du roc, Frankreich ,Bordeaux,red,castillon - côtes de bordeaux,château d'aiguilhe,Frankreich,Castillon - Côtes de Bordeaux,red
48860,0.1109066693521587,363_left,2319_right,les vignes de bila haut blanc,domaine de bila haut, Frankreich ,Roussillon,white,les vignes de bila-haut côtes du roussillon villages,m. chapoutier,Frankreich,Côtes du Roussillon Villages,red
81799,0.11050060259996795,798_left,2797_right,riesling großes gewächs zellerweg am schwarzen herrgott,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,mölsheim riesling,battenfeld spanier,Deutschland,Rheinhessen,white
85170,0.11050060259996795,848_left,2797_right,riesling großes gewächs zellerweg am schwarzen herrgott,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,mölsheim riesling,battenfeld spanier,Deutschland,Rheinhessen,white
63903,0.11050060259996795,588_left,2797_right,riesling großes gewächs zellerweg am schwarzen herrgott,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,mölsheim riesling,battenfeld spanier,Deutschland,Rheinhessen,white
79433,0.11003172718634063,779_left,6372_right,weisser burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
58762,0.11003172718634063,499_left,6372_right,weisser burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
83256,0.11003172718634063,809_left,6372_right,weisser burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
67276,0.11003172718634063,630_left,6372_right,weisser burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
78426,0.10793223140024784,766_left,6372_right,weissburgunder trocken 'eintausender',weingut dreissigacker, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
58348,0.10793223140024784,487_left,6372_right,weissburgunder trocken 'eintausender',weingut dreissigacker, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
60126,0.10482985486614567,516_left,3562_right,riesling kabinett scharzhofberger,weingut egon müller, Deutschland ,Saar,white,riesling,egon müller - scharzhof,Deutschland,Wiltingen,white
97,0.10472598000030917,4_left,6572_right,côtes du rhône villages 'terre d'argile',domaine de la janasse, Frankreich ,Rhône,red,côtes du rhône,domaine de la solitude - famille lancon,Frankreich,Côtes-du-Rhône,red
58766,0.10363554297837686,501_left,6372_right,grauer burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
79437,0.10363554297837686,781_left,6372_right,grauer burgunder trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
28040,0.10340613170113884,219_left,4490_right,zweigelt beerenauslese 375 ml,weingut kracher, Österreich ,Burgenland,red,zweigelt,weingut bründlmayer,Österreich,Niederösterreich,red
46185,0.10247120029248968,336_left,5859_right,barolo docg parafada,massolino, Italien ,Piemont,red,barolo,massolino,Italien,Barolo,red
51480,0.10005554521109274,405_left,6372_right,grauburgunder trocken liter,weingut weedenborn, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
2330,0.09991455284373336,30_left,6200_right,toscana igt 'solaia',marchesi antinori, Italien ,Toscana,red,tenuta tignanello 'solaia',antinori,Italien,Toscana,red
26964,0.09991455284373336,213_left,6200_right,toscana igt 'solaia',marchesi antinori, Italien ,Toscana,red,tenuta tignanello 'solaia',antinori,Italien,Toscana,red
21872,0.09834818242904163,178_left,1008_right,belvento sireno toscana igt,azienda agricola petra, Italien ,Maremma,red,belvento sireno toscana (i vini del mare),petra,Italien,Toscana,red
89543,0.09547923797643722,933_left,9918_right,champagne blanc de blanc vintage,champagne pol roger, Frankreich ,Champagne,sparkling,blanc de noirs brut champagne,champagne lombardi,Frankreich,Schaumwein,sparkling
89444,0.09542232984835546,931_left,9918_right,champagne brut vintage blanc,champagne pol roger, Frankreich ,Champagne,sparkling,blanc de noirs brut champagne,champagne lombardi,Frankreich,Schaumwein,sparkling
58296,0.0949538012260316,486_left,2118_right,grüner veltliner trocken 'ried altenberg',weingut prechtl, Österreich ,Weinviertel DAC,white,hund grüner veltliner reserve,weingut r&a pfaffl,Österreich,Weinviertel,white
49760,0.09431227853478891,383_left,506_right,weißer burgunder trocken laumersheimer 'vom kalksteinfels',weingut philipp kuhn, Deutschland ,Pfalz,white,laumersheimer kapellenberg riesling,philipp kuhn,Deutschland,Pfalz,white
79240,0.09187126643031755,775_left,7685_right,riesling trocken frankweiler biengarten vdp.erste lage,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
