,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
61840,0.5765763286236874,537_left,1822_right,grüner veltliner ried lamm erste lage ötw,schloss gobelsburg, Österreich ,Kamptal,white,grüner veltliner,schloss gobelsburg,Österreich,Kamptal,white
87691,0.5765413681015297,896_left,10377_right,brut blanc,bouvet ladubay, Frankreich ,Loire,sparkling,crémant de loire blanc de blancs brut,bouvet-ladubay,Frankreich,Crémant de Loire,sparkling
64370,0.5762007302446245,595_left,6150_right,riesling spätlese goldkapsel felseneck,weingut schäfer-fröhlich, Deutschland ,Nahe,white,riesling trocken,schäfer-fröhlich,Deutschland,Nahe,white
35669,0.5744720706164227,275_left,1201_right,barolo 'rocche di castiglione',vietti, Italien ,Piemont,red,barolo rocche di castiglione,sordo,Italien,Barolo,red
4812,0.5689034298385194,61_left,2361_right,barbaresco docg 'ronchi',albino rocca, Italien ,Piemont,red,barbaresco vigneto brich ronchi,albino rocca,Italien,Barbaresco,red
23923,0.5689034298385194,188_left,2361_right,barbaresco docg 'ronchi',albino rocca, Italien ,Piemont,red,barbaresco vigneto brich ronchi,albino rocca,Italien,Barbaresco,red
84244,0.560417223983719,836_left,3604_right,riesling trocken pechstein forst gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
74047,0.560417223983719,724_left,3604_right,riesling trocken pechstein forst gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
87532,0.560417223983719,891_left,3604_right,riesling trocken pechstein forst gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
61849,0.5598719373506993,540_left,7728_right,sauvignon blanc trocken,weingut oliver zeter, Deutschland ,Pfalz,white,sauvignon blanc trocken,weingut metzger,Deutschland,Pfalz,white
61795,0.5552716130351335,535_left,2409_right,chardonnay,markus schneider, Deutschland ,Pfalz,white,chardonnay,schneider,Deutschland,Pfalz,white
1771,0.55298468752313,24_left,5315_right,petit noir trocken,weingut metzger, Deutschland ,Pfalz,red,prago pinot noir,weingut metzger,Deutschland,Pfalz,red
108,0.5510230354197367,6_left,3783_right,terre de bussière igp,domaine de la janasse, Frankreich ,Rhône,red,vin de pays terre de bussière principauté d'orange,domaine de la janasse,Frankreich,Vaucluse,red
87410,0.5490714432588092,883_left,3604_right,riesling trocken jesuitengarten forst gg,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
83803,0.5490714432588092,828_left,3604_right,riesling trocken jesuitengarten forst gg,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
72040,0.5490714432588092,694_left,3604_right,riesling trocken jesuitengarten forst gg,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
56056,0.5456218860676886,467_left,2498_right,chablis,domaine moreau naudet, Frankreich ,Bourgogne,white,chablis,moreau-naudet,Frankreich,Chablis,white
69402,0.5357048124683857,656_left,8961_right,riesling trocken goldtröpfchen gg,weingut schloss lieser, Deutschland ,Mosel,white,sl riesling trocken,schloss lieser,Deutschland,Mosel,white
86931,0.5357048124683857,870_left,8961_right,riesling trocken goldtröpfchen gg,weingut schloss lieser, Deutschland ,Mosel,white,sl riesling trocken,schloss lieser,Deutschland,Mosel,white
69292,0.5354536849986566,654_left,1934_right,riesling wehlener sonnenuhr gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,himmelreich riesling gg,schloss lieser,Deutschland,Mosel,white
86821,0.5354536849986566,868_left,1934_right,riesling wehlener sonnenuhr gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,himmelreich riesling gg,schloss lieser,Deutschland,Mosel,white
19998,0.5350084025362226,161_left,2531_right,ursprung rotweincuvée magnum,markus schneider, Deutschland ,Pfalz,red,ursprung,schneider,Deutschland,Pfalz,red
0,0.5349645083630723,0_left,5315_right,filet noir trocken,weingut metzger, Deutschland ,Pfalz,red,prago pinot noir,weingut metzger,Deutschland,Pfalz,red
72846,0.5332578145442242,707_left,3604_right,riesling trocken forster ungeheuer gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
87447,0.5332578145442242,885_left,3604_right,riesling trocken forster ungeheuer gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
84170,0.5332578145442242,832_left,3604_right,riesling trocken forster ungeheuer gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
79205,0.529464430181045,774_left,7685_right,riesling trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
58482,0.529464430181045,493_left,7685_right,riesling trocken vdp.gutswein,ökonomierat rebholz, Deutschland ,Pfalz,white,vom buntsandstein riesling trocken,ökonomierat rebholz,Deutschland,Pfalz,white
61843,0.524789991707515,538_left,1822_right,grüner veltliner ried lamm erste lage ötw magnum,schloss gobelsburg, Österreich ,Kamptal,white,grüner veltliner,schloss gobelsburg,Österreich,Kamptal,white
46369,0.52365698281974,338_left,2599_right,brunello di montalcino cerretalto,az. agr. casanova di neri, Italien ,Toscana,red,brunello di montalcino,casanova di neri,Italien,Brunello di Montalcino,red
37285,0.523384890957762,285_left,3489_right,châteauneuf-du-pape rouge 'sanctus sanctorum' magnum,clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
48077,0.523384890957762,347_left,3489_right,châteauneuf-du-pape rouge 'sanctus sanctorum' magnum,clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
62924,0.5219616345681539,575_left,915_right,riesling kabinett wehlener sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,wehlener sonnenuhr riesling alte reben gg,s.a. prüm,Deutschland,Mosel,white
50647,0.5219616345681539,395_left,915_right,riesling kabinett wehlener sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,wehlener sonnenuhr riesling alte reben gg,s.a. prüm,Deutschland,Mosel,white
87486,0.5173537727202354,888_left,3604_right,riesling trocken forster kirchenstück gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
84209,0.5173537727202354,835_left,3604_right,riesling trocken forster kirchenstück gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
72885,0.5173537727202354,710_left,3604_right,riesling trocken forster kirchenstück gg magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
2360,0.5165861456817885,34_left,2651_right,"montepulciano d'abruzzo doc ""fantini"" magnum",farnese vini srl, Italien ,Abruzzen,red,fantini montepulciano d'abruzzo,farnese,Italien,Montepulciano d'Abruzzo,red
79440,0.513707074702663,782_left,6372_right,riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
58769,0.513707074702663,502_left,6372_right,riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
68817,0.5124983356940014,649_left,6150_right,riesling großes gewächs felseneck imperial,weingut schäfer-fröhlich, Deutschland ,Nahe,white,riesling trocken,schäfer-fröhlich,Deutschland,Nahe,white
86640,0.5124983356940014,865_left,6150_right,riesling großes gewächs felseneck imperial,weingut schäfer-fröhlich, Deutschland ,Nahe,white,riesling trocken,schäfer-fröhlich,Deutschland,Nahe,white
49314,0.5121542514205961,369_left,8632_right,"riesling smaragd ""vinothekfüllung""",weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
75336,0.5121100015677812,735_left,12818_right,hauswein rosé literflasche,weingut metzger, Deutschland ,Pfalz,sparkling,spätburgunder rosé,weingut metzger,Deutschland,Pfalz,rosé
88378,0.5071439689596446,906_left,10474_right,reserve brut weißburgunder & chardonnay,weingut reichsrat von buhl, Deutschland ,Pfalz,sparkling,riesling brut,reichsrat von buhl,Deutschland,Pfalz,sparkling
52682,0.5011260432339306,424_left,9145_right,grüner veltliner trocken der ott®,weingut bernhard ott, Österreich ,Niederösterreich,white,der ott,bernhard ott,Österreich,Wagram,white
77846,0.5011260432339306,761_left,9145_right,grüner veltliner trocken der ott®,weingut bernhard ott, Österreich ,Niederösterreich,white,der ott,bernhard ott,Österreich,Wagram,white
50583,0.4999222531199333,393_left,915_right,riesling auslese wehlener sonnenuhr,weingut joh. jos. prüm, Deutschland ,Mosel,white,wehlener sonnenuhr riesling alte reben gg,s.a. prüm,Deutschland,Mosel,white
61846,0.49517776736847363,539_left,1822_right,grüner veltliner ried lamm erste lage ötw doppelmagnum,schloss gobelsburg, Österreich ,Kamptal,white,grüner veltliner,schloss gobelsburg,Österreich,Kamptal,white
5030,0.49295316765173863,63_left,2361_right,barbaresco docg 'ronchi' riserva,albino rocca, Italien ,Piemont,red,barbaresco vigneto brich ronchi,albino rocca,Italien,Barbaresco,red
58010,0.4894062579778224,481_left,2496_right,gelber muskateller trocken -b-,weingut metzger, Deutschland ,Pfalz,white,chardonnay trocken,weingut metzger,Deutschland,Pfalz,white
69438,0.48489702370014126,657_left,9705_right,riesling niederberg helden gg,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
86967,0.48489702370014126,871_left,9705_right,riesling niederberg helden gg,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
69256,0.48391847555221335,653_left,8961_right,riesling trocken goldtröpfchen gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,sl riesling trocken,schloss lieser,Deutschland,Mosel,white
86785,0.48391847555221335,867_left,8961_right,riesling trocken goldtröpfchen gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,sl riesling trocken,schloss lieser,Deutschland,Mosel,white
72506,0.48323222872538935,699_left,1388_right,riesling auslese *** goldkapsel zeltinger sonnenuhr,weingut markus molitor, Deutschland ,Mosel,white,zeltinger himmelreich riesling kabinett,markus molitor,Deutschland,Mosel,white
48366,0.47386809843640265,356_left,1997_right,riesling trocken -c- liter,weingut metzger, Deutschland ,Pfalz,white,well done riesling trocken,weingut metzger,Deutschland,Pfalz,white
77625,0.4668666612183635,754_left,523_right,"ribera del duero ""gazur""",bodegas matallana, Spanien ,Ribera del Duero,red,ribera del duero reserva,matarromera,Spanien,Ribera del Duero,red
7008,0.4668666612183635,77_left,523_right,"ribera del duero ""gazur""",bodegas matallana, Spanien ,Ribera del Duero,red,ribera del duero reserva,matarromera,Spanien,Ribera del Duero,red
73827,0.46265556346256603,722_left,1388_right,riesling auslese *** goldkapsel zeltinger schlossberg,weingut markus molitor, Deutschland ,Mosel,white,zeltinger himmelreich riesling kabinett,markus molitor,Deutschland,Mosel,white
49313,0.46036791450442366,368_left,8632_right,"riesling smaragd ""vinothekfüllung"" magnum",weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
18623,0.45682810254723716,149_left,1055_right,brunello di montalcino,caparzo, Italien ,Toscana,red,brunello di montalcino,caparzo,Italien,Brunello di Montalcino,red
89185,0.4553576320434722,924_left,10474_right,reserve brut weißburgunder & chardonnay magnum,weingut reichsrat von buhl, Deutschland ,Pfalz,sparkling,riesling brut,reichsrat von buhl,Deutschland,Pfalz,sparkling
5500,0.454333240993594,67_left,898_right,chianti classico berardenga,fèlsina società agricola, Italien ,Toscana,red,berardenga chianti classico,fèlsina,Italien,Chianti Classico,red
49913,0.45354552631034456,385_left,7728_right,sauvignon blanc trocken tradition,weingut philipp kuhn, Deutschland ,Pfalz,white,sauvignon blanc trocken,weingut metzger,Deutschland,Pfalz,white
29712,0.45142368285963624,230_left,216_right,langhe nebbiolo 'perbacco',vietti, Italien ,Piemont,red,perbacco nebbiolo,vietti,Italien,Langhe,red
16983,0.45142368285963624,137_left,216_right,langhe nebbiolo 'perbacco',vietti, Italien ,Piemont,red,perbacco nebbiolo,vietti,Italien,Langhe,red
4037,0.4503918636394399,49_left,1536_right,châteauneuf-du-pape rouge,château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
77604,0.4503918636394399,752_left,1536_right,châteauneuf-du-pape rouge,château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
43743,0.44868022030829585,324_left,7001_right,château léoville-poyferré grand cru classé,château léoville-poyferré, Frankreich ,Bordeaux,red,saint-julien (grand cru classé),château léoville poyferré,Frankreich,Saint-Julien,red
63428,0.4480097248560091,582_left,3656_right,i sistri bianco toscana,fèlsina società agricola, Italien ,Toscana,white,i sistri chardonnay,fèlsina,Italien,Toscana,white
87323,0.44739542851563197,879_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
83725,0.44739542851563197,825_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
71884,0.44739542851563197,689_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
87401,0.44610862645592037,882_left,2406_right,riesling juffer sonnenuhr gg,weingut schloss lieser, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
72031,0.44610862645592037,693_left,2406_right,riesling juffer sonnenuhr gg,weingut schloss lieser, Deutschland ,Mosel,white,brauneberger juffer-sonnenuhr riesling spätlese trocken,weingut paulinshof,Deutschland,Mosel,white
12147,0.44572914533595487,106_left,4911_right,chianti classico magnum,isole e olena s.r.l., Italien ,Toscana,red,chianti classico,isole e olena,Italien,Chianti Classico,red
4904,0.4411668307355662,62_left,2361_right,barbaresco docg 'ronchi' riserva magnum,albino rocca, Italien ,Piemont,red,barbaresco vigneto brich ronchi,albino rocca,Italien,Barbaresco,red
49344,0.4361675528853056,379_left,6672_right,trebbiano d'abruzzo,azienda agricola valentini, Italien ,Abruzzen,white,trebbiano d'abruzzo,valentini,Italien,Trebbiano d'Abruzzo,white
49327,0.4361675528853056,378_left,6672_right,trebbiano d'abruzzo,azienda agricola valentini, Italien ,Abruzzen,white,trebbiano d'abruzzo,valentini,Italien,Trebbiano d'Abruzzo,white
69247,0.43311068678396875,652_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
73818,0.43311068678396875,721_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
87523,0.43311068678396875,890_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
71043,0.43311068678396875,674_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
86776,0.43311068678396875,866_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
87275,0.43311068678396875,875_left,9705_right,riesling niederberg helden gg magnum,weingut schloss lieser, Deutschland ,Mosel,white,niederberg helden riesling spätlese feinherb,weingut thanisch,Deutschland,Mosel,white
67275,0.4311924561486903,629_left,3111_right,blanc de noir spätburgunder trocken,weingut k.-h. milch, Deutschland ,Rheinhessen,white,blanc de noir spätburgunder trocken,manz,Deutschland,Rheinhessen,white
71594,0.43036806470434436,682_left,8632_right,riesling selection „ried pfaffenberg“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
62988,0.427489216643213,577_left,121_right,riesling spätlese graacher himmelreich,weingut joh. jos. prüm, Deutschland ,Mosel,white,bernkasteler badstube riesling spätlese,joh. jos. prüm,Deutschland,Bernkastel,white
50711,0.427489216643213,397_left,121_right,riesling spätlese graacher himmelreich,weingut joh. jos. prüm, Deutschland ,Mosel,white,bernkasteler badstube riesling spätlese,joh. jos. prüm,Deutschland,Bernkastel,white
4712,0.4261693551685714,57_left,1757_right,saffredi,fattoria le pupille, Italien ,Toscana,red,poggio valente,fattoria le pupille,Italien,Toscana,red
29773,0.4261693551685714,231_left,1757_right,saffredi,fattoria le pupille, Italien ,Toscana,red,poggio valente,fattoria le pupille,Italien,Toscana,red
89213,0.4229744187016778,926_left,10964_right,champagne 'les rocheforts' premier cru extra brut,champagne etienne calsac, Frankreich ,Champagne,sparkling,blanc de blancs extra brut champagne premier cru,champagne de saint-gall,Frankreich,Champagne Premier Cru,sparkling
60546,0.42199005796485195,520_left,1846_right,weißburgunder trocken,weingut dönnhoff, Deutschland ,Nahe,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
10301,0.421540506575514,95_left,3489_right,châteauneuf-du-pape rouge 'deus ex machina',clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
48303,0.42084099336449865,352_left,708_right,grauburgunder oktav,weinhaus heger, Deutschland ,Baden,white,sonett grauburgunder,heger,Deutschland,Baden,white
2353,0.4203933093505293,33_left,1935_right,côtes du rhône rouge 'réserve',château de beaucastel/familie perrin, Frankreich ,Rhône,red,coudoulet de beaucastel côtes-du-rhône,château de beaucastel,Frankreich,Côtes-du-Rhône,red
71879,0.41688237845197595,686_left,8632_right,riesling smaragd „ried schütt“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
49325,0.41688237845197595,376_left,8632_right,riesling smaragd „ried schütt“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
61981,0.41688237845197595,550_left,8632_right,riesling smaragd „ried schütt“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
62203,0.412790520444412,560_left,1846_right,weissburgunder trocken,weingut walter, Deutschland ,Mosel,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
17047,0.41210837365462977,139_left,6156_right,dolcetto d'alba doc 'tre vigne',vietti, Italien ,Piemont,red,barbera d'alba tre vigne,vietti,Italien,Barbera d'Alba,red
71878,0.40568930838786954,685_left,8632_right,riesling smaragd „ried kellerberg“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
61972,0.40568930838786954,544_left,8632_right,riesling smaragd „ried kellerberg“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
49312,0.40568930838786954,367_left,8632_right,riesling smaragd „ried kellerberg“,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
61035,0.40537136432207965,528_left,6372_right,riesling trocken literflasche,weingut winter, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
74877,0.404930621230464,731_left,9828_right,"rosa dei frati, riviera del garda classico",cà dei frati, Italien ,Lombardei,sparkling,cuvée dei frati brut,cà dei frati,Italien,Lombardia,sparkling
52806,0.40275618725561263,435_left,1846_right,weissburgunder trocken,weingut knebel, Deutschland ,Mosel,white,weissburgunder trocken,weingut metzger,Deutschland,Pfalz,white
24233,0.40018979748663214,191_left,2214_right,rosso di montalcino,caparzo, Italien ,Toscana,red,rosso di montalcino,caparzo,Italien,Rosso di Montalcino,red
34102,0.39860552672326743,265_left,1536_right,châteauneuf-du-pape rouge magnum,château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
83765,0.3956090915994595,827_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg magnum,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
71924,0.3956090915994595,691_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg magnum,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
87363,0.3956090915994595,881_left,8937_right,riesling trocken zellerweg am schwarzen herrgott gg magnum,weingut battenfeld-spanier, Deutschland ,Rheinhessen,white,riesling trocken,battenfeld spanier,Deutschland,Rheinhessen,white
63635,0.3893635727698651,585_left,6279_right,chablis premier cru 'montée de tonnerre',domaine moreau naudet, Frankreich ,Bourgogne,white,chablis premier cru 'montée de tonnerre',louis michel & fils,Frankreich,Chablis Premier Cru,white
56341,0.3886423011176888,469_left,1578_right,riesling trocken roxheimer höllenpfad,weingut dönnhoff, Deutschland ,Nahe,white,riesling trocken,dönnhoff,Deutschland,Nahe,white
48304,0.3878118752898146,353_left,708_right,grauburgunder liter,weinhaus heger, Deutschland ,Baden,white,sonett grauburgunder,heger,Deutschland,Baden,white
76330,0.386644630487291,741_left,932_right,dolomiti rosso 'réserve del conte',manincor, Italien ,Südtirol/Alto Adige,red,réserve della contessa,manincor,Italien,Südtirol - Alto Adige,white
212,0.386644630487291,11_left,932_right,dolomiti rosso 'réserve del conte',manincor, Italien ,Südtirol/Alto Adige,red,réserve della contessa,manincor,Italien,Südtirol - Alto Adige,white
48294,0.38365970601264004,350_left,4631_right,sauvignon blanc trocken,weingut weedenborn, Deutschland ,Rheinhessen,white,sauvignon blanc trocken,hofmann,Deutschland,Rheinhessen,white
55558,0.37938647080805465,462_left,1388_right,"riesling auslese *** zeltinger sonnenuhr, weiße kapsel",weingut markus molitor, Deutschland ,Mosel,white,zeltinger himmelreich riesling kabinett,markus molitor,Deutschland,Mosel,white
61997,0.37858172778817184,557_left,8632_right,riesling selection „ried pfaffenberg“ magnum,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
52788,0.37858172778817184,426_left,8632_right,riesling selection „ried pfaffenberg“ magnum,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
70213,0.3777825669391683,664_left,1578_right,riesling trocken norheimer dellchen gg,weingut dönnhoff, Deutschland ,Nahe,white,riesling trocken,dönnhoff,Deutschland,Nahe,white
87222,0.3777825669391683,874_left,1578_right,riesling trocken norheimer dellchen gg,weingut dönnhoff, Deutschland ,Nahe,white,riesling trocken,dönnhoff,Deutschland,Nahe,white
77684,0.3759803952282311,755_left,6372_right,westhofener riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
51812,0.3759803952282311,409_left,6372_right,westhofener riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
4714,0.3743830182523989,58_left,1757_right,saffredi magnum,fattoria le pupille, Italien ,Toscana,red,poggio valente,fattoria le pupille,Italien,Toscana,red
89969,0.37118808178550533,936_left,10964_right,champagne 'les rocheforts' premier cru extra brut magnum,champagne etienne calsac, Frankreich ,Champagne,sparkling,blanc de blancs extra brut champagne premier cru,champagne de saint-gall,Frankreich,Champagne Premier Cru,sparkling
66264,0.3699007216969617,618_left,6150_right,"riesling großes gewächs felseneck, 5 liter",weingut schäfer-fröhlich, Deutschland ,Nahe,white,riesling trocken,schäfer-fröhlich,Deutschland,Nahe,white
86151,0.3699007216969617,860_left,6150_right,"riesling großes gewächs felseneck, 5 liter",weingut schäfer-fröhlich, Deutschland ,Nahe,white,riesling trocken,schäfer-fröhlich,Deutschland,Nahe,white
10137,0.3697541696593415,94_left,3489_right,châteauneuf-du-pape rouge 'deus ex machina' magnum,clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
81952,0.3687117102469518,801_left,3604_right,riesling großes gewächs (forster) pechstein,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
65404,0.3687117102469518,608_left,3604_right,riesling großes gewächs (forster) pechstein,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
85651,0.3687117102469518,855_left,3604_right,riesling großes gewächs (forster) pechstein,weingut reichsrat von buhl, Deutschland ,Pfalz,white,riesling trocken,reichsrat von buhl,Deutschland,Pfalz,white
52790,0.3650960415358035,428_left,8632_right,riesling smaragd „ried schütt“ magnum,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
71592,0.3650960415358035,680_left,8632_right,riesling smaragd „ried schütt“ magnum,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
49326,0.3650960415358035,377_left,8632_right,riesling smaragd „ried schütt“ magnum,weingut emmerich knoll, Österreich ,Wachau,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
75443,0.36281525524081437,736_left,11579_right,côtes de provence rosé,château miraval, Frankreich ,Provence,sparkling,côtes de provence rosé,château d'astros,Frankreich,Côtes de Provence,rosé
36776,0.3624661042442335,282_left,3489_right,châteauneuf-du-pape rouge 'la combe des fous',clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
39401,0.3624661042442335,298_left,3489_right,châteauneuf-du-pape rouge 'la combe des fous',clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
70119,0.36208354490205197,663_left,1997_right,riesling brut -b-,weingut metzger, Deutschland ,Pfalz,white,well done riesling trocken,weingut metzger,Deutschland,Pfalz,white
87569,0.36208354490205197,893_left,1997_right,riesling brut -b-,weingut metzger, Deutschland ,Pfalz,white,well done riesling trocken,weingut metzger,Deutschland,Pfalz,white
77686,0.3600763534042424,756_left,6372_right,niersteiner riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
51814,0.3600763534042424,410_left,6372_right,niersteiner riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
77688,0.3600763534042424,757_left,6372_right,gundersheimer riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
51816,0.3600763534042424,411_left,6372_right,gundersheimer riesling trocken,weingut wittmann, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
