,wine_name,wine_winery,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol,wine_thumb,wine_url,wine_seller
0,Filet Noir trocken,Weingut Metzger, Deutschland ,Pfalz, 2019 ,red,10.9,14.5,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/4607/2019-filet-noir-trocken?c=362,1
2,Château Sansonnet Saint Emilion Grand Cru Classé,Château Sansonnet, Frankreich ,Bordeaux, 2019 ,red,39.0,13.5,https://www.wein-direktimport.de/media/image/b0/48/2d/Sansonnet-2019-web_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bordeaux-saint-emilion-grand-cru-classe/chateau-sansonnet/4457/2019-chateau-sansonnet-saint-emilion-grand-cru-classe?c=362,1
3,"Amarone della Valpolicella DOC ""Pietro dal Cero""",Cà dei Frati, Italien ,Lombardei, 2015 ,red,45.0,16.0,https://www.wein-direktimport.de/media/image/e7/4f/ee/2015-AmaroneZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/lombardei/ca-dei-frati/4546/2015-amarone-della-valpolicella-doc-pietro-dal-cero?c=362,1
4,Ronchedone Rosso Benaco Besciano IGT 375 ml,Cà dei Frati, Italien ,Lombardei, 2019 ,red,10.5,14.0,https://www.wein-direktimport.de/media/image/d0/a3/7e/Etikett-2019-ronchedone_200x300.jpg,https://www.wein-direktimport.de/weine/italien/lombardei/ca-dei-frati/4545/2019-ronchedone-rosso-benaco-besciano-igt-375-ml?c=362,1
5,Côtes du Rhône Villages 'Terre d'Argile',Domaine de la Janasse, Frankreich ,Rhône, 2020 ,red,16.5,14.5,https://www.wein-direktimport.de/media/image/54/2f/3f/Terre-d-Argile-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-de-la-janasse/4481/2020-cotes-du-rhone-villages-terre-d-argile?c=362,1
6,Côtes du Rhône rouge,Domaine de la Janasse, Frankreich ,Rhône, 2020 ,red,9.95,14.5,https://www.wein-direktimport.de/media/image/48/fe/ed/CdR-Rouge-ZIPBj6WHWpEgFOy3_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-de-la-janasse/4482/2020-cotes-du-rhone-rouge?c=362,1
7,Terre de Bussière IGP,Domaine de la Janasse, Frankreich ,Rhône, 2019 ,red,9.95,14.5,https://www.wein-direktimport.de/media/image/2d/e7/80/Terre-Bussiere-ZIPEqHzCN9cYFJCI_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-de-la-janasse/4483/2019-terre-de-bussiere-igp?c=362,1
8,Châteauneuf-du-Pape Rouge,Domaine de la Janasse, Frankreich ,Rhône, 2019 ,red,39.5,15.0,https://www.wein-direktimport.de/media/image/fc/03/a5/Chat-9-Pape-Basis-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-de-la-janasse/4480/2019-chateauneuf-du-pape-rouge?c=362,1
9,"Châteauneuf-du-Pape rouge ""Cuvée Vieilles Vignes""",Domaine de la Janasse, Frankreich ,Rhône, 2019 ,red,88.0,15.5,https://www.wein-direktimport.de/media/image/e3/71/37/Chat-9-Pape-Vieille-Vigne-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-de-la-janasse/3235/2019-chateauneuf-du-pape-rouge-cuvee-vieilles-vignes?c=362,1
10,Black Print,Markus Schneider, Deutschland ,Pfalz, 2020 ,red,15.9,14.0,https://www.wein-direktimport.de/media/image/77/ce/4c/Black-Print-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-markus-schneider/4540/2020-black-print?c=362,1
11,Schwarzer trocken,Weingut Metzger, Deutschland ,Pfalz, 2019 ,red,10.9,14.5,https://www.wein-direktimport.de/media/image/b2/5d/bc/2017-Schwarzer-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/4536/2019-schwarzer-trocken?c=362,1
12,Dolomiti Rosso 'Réserve del Conte',Manincor, Italien ,Südtirol/Alto Adige, 2019 ,red,16.9,13.5,https://www.wein-direktimport.de/media/image/5b/54/e1/Reserve-Conte-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/suedtirol/manincor/4492/2019-dolomiti-rosso-reserve-del-conte?c=362,1
13,Petresco IGT Toscana,Podere Le Cinciole, Italien ,Toscana, 2017 ,red,49.5,14.5,https://www.wein-direktimport.de/media/image/2c/bd/2a/Petrosco-2017-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/podere-le-cinciole/4341/2017-petresco-igt-toscana?c=362,1
14,Chianti Classico DOCg,Podere Le Cinciole, Italien ,Toscana, 2018 ,red,16.9,14.5,https://www.wein-direktimport.de/media/image/75/e6/a9/Chianti-Cinciole-2018-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/podere-le-cinciole/4340/2018-chianti-classico-docg?c=362,1
15,Chianti Classico Gran Selecione Aluigi,Podere Le Cinciole, Italien ,Toscana, 2016 ,red,36.0,14.5,https://www.wein-direktimport.de/media/image/d5/40/15/Aluigi-2016-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/podere-le-cinciole/4343/2016-chianti-classico-gran-selecione-aluigi?c=362,1
16,Camalaione IGT Toscana,Podere Le Cinciole, Italien ,Toscana, 2016 ,red,38.0,14.5,https://www.wein-direktimport.de/media/image/db/3d/e9/Camalaione-2016-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/podere-le-cinciole/4344/2016-camalaione-igt-toscana?c=362,1
17,Petresco IGT Toscana Magnum,Podere Le Cinciole, Italien ,Toscana, 2017 ,red,108.0,14.5,https://www.wein-direktimport.de/media/image/43/67/06/Petrosco-2017-Magnum-ZIP_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/magnum-doppelmagnum.../4342/2017-petresco-igt-toscana-magnum?c=362,1
18,Lagrein 'Rubatsch',Manincor, Italien ,Südtirol/Alto Adige, 2019 ,red,29.5,13.0,https://www.wein-direktimport.de/media/image/e8/b5/9e/Rubatsch-Lagrein_200x300.jpg,https://www.wein-direktimport.de/weine/italien/suedtirol/manincor/4494/2019-lagrein-rubatsch?c=362,1
19,Vernatsch 'Der Keil',Manincor, Italien ,Südtirol/Alto Adige, 2020 ,red,15.9,13.0,https://www.wein-direktimport.de/media/image/69/6b/49/Keil-Vernatsch-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/suedtirol/manincor/4489/2020-vernatsch-der-keil?c=362,1
20,Primitivo Puglia 'I Muri',Farnese Vini srl, Italien ,Abruzzen, 2020 ,red,6.5,14.0,https://www.wein-direktimport.de/media/image/bf/68/38/I-Muri-PrimitivoZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4488/2020-primitivo-puglia-i-muri?c=362,1
21,Neropasso Rosso Veneto,Biscardo, Italien ,Veneto, 2019 ,red,8.5,13.5,https://www.wein-direktimport.de/media/image/f8/95/39/Neropasso-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/veneto/biscardo/4478/2019-neropasso-rosso-veneto?c=362,1
22,STEINSATZ Rotwein,Markus Schneider, Deutschland ,Pfalz, 2017 ,red,29.5,14.5,https://www.wein-direktimport.de/media/image/aa/23/17/2017-Steinsatz-jpg_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-markus-schneider/4471/2017-steinsatz-rotwein?c=362,1
23,Château Ferran Pessac-Léognan,Château Ferran, Frankreich ,Bordeaux, 2019 ,red,19.5,14.0,https://www.wein-direktimport.de/media/image/a4/cc/af/2019-Rouge-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bordeaux-pessac-leognan/chateau-ferran/4458/2019-chateau-ferran-pessac-leognan?c=362,1
24,"Spätburgunder trocken ""Vom Kalkstein""",Weingut Metzger, Deutschland ,Pfalz, 2019 ,red,9.9,13.5,https://www.wein-direktimport.de/media/image/e0/ec/d0/PN-KalksteinH24GRzflPKT30_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/4447/2019-spaetburgunder-trocken-vom-kalkstein?c=362,1
25,Petit Noir trocken,Weingut Metzger, Deutschland ,Pfalz, 2019 ,red,9.9,14.0,https://www.wein-direktimport.de/media/image/09/66/44/Petit-Noir_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/4448/2019-petit-noir-trocken?c=362,1
26,Ronchedone Rosso Benaco Besciano IGT,Cà dei Frati, Italien ,Lombardei, 2019 ,red,16.95,14.0,https://www.wein-direktimport.de/media/image/55/6d/69/ronchedone-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/lombardei/ca-dei-frati/4455/2019-ronchedone-rosso-benaco-besciano-igt?c=362,1
27,Les Vignes de Bila Haut Rouge,Domaine de Bila Haut, Frankreich ,Roussillon, 2020 ,red,8.3,14.0,https://www.wein-direktimport.de/media/image/e2/64/3c/Bila-Haut-rouge-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/roussillon/domaine-de-bila-haut/4452/2020-les-vignes-de-bila-haut-rouge?c=362,1
28,"L'esquerda, Côtes du Roussillon Villages Lesquerde",Domaine de Bila Haut, Frankreich ,Roussillon, 2017 ,red,15.9,15.5,https://www.wein-direktimport.de/media/image/b5/b6/78/Lesquerda-ohne-Jahrgang-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/roussillon/domaine-de-bila-haut/4450/2018-l-esquerda-cotes-du-roussillon-villages-lesquerde?c=362,1
29,Opus One,Opus One Winery, USA ,Napa Valley, 2018 ,red,330.0,14.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/usa/kalifornien/opus-one-napa-valley/2419/2018-opus-one?c=362,1
30,Maya,Dalla Valle Vineyards, USA ,Napa Valley, 2018 ,red,590.0,15.5,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/usa/kalifornien/dalla-valle-vineyards/4445/2018-maya?c=362,1
31,Toscana IGT 'Solaia',Marchesi Antinori, Italien ,Toscana, 2018 ,red,320.0,15.0,https://www.wein-direktimport.de/media/image/d8/80/2b/Solaia-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/marchese-antinori/4446/2018-toscana-igt-solaia?c=362,1
32,"Sangiovese Terre di Chieti IGT ""Fantini"" Magnum",Farnese Vini srl, Italien ,Abruzzen, 2020 ,red,12.9,13.0,https://www.wein-direktimport.de/media/image/50/3c/0f/Fantini-Sangiovese-MAGNUM-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4443/2020-sangiovese-terre-di-chieti-igt-fantini-magnum?c=362,1
33,Primitivo di Manduria IL BACCA Luccarelli,Farnese Vini srl, Italien ,Manduria, 2019 ,red,18.9,15.5,https://www.wein-direktimport.de/media/image/20/b2/4c/Il-Bacca-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4441/2019-primitivo-di-manduria-il-bacca-luccarelli?c=362,1
34,Côtes du Rhône Rouge 'Réserve',Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2019 ,red,8.95,14.0,https://www.wein-direktimport.de/media/image/bd/08/26/CdR-Reserve-ROUGE-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4437/2019-cotes-du-rhone-rouge-reserve?c=362,1
35,"Montepulciano d'Abruzzo DOC ""Fantini"" Magnum",Farnese Vini srl, Italien ,Abruzzen, 2020 ,red,12.9,13.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4442/2020-montepulciano-d-abruzzo-doc-fantini-magnum?c=362,1
37,Barolo DOCG Francia,Giacomo Conterno, Italien ,Piemont, 2017 ,red,255.0,14.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4395/2017-barolo-docg-francia?c=362,1
38,Barbera d’Alba DOC,Giuseppe Rinaldi, Italien ,Piemont, 2020 ,red,,14.0,https://www.wein-direktimport.de/media/image/72/58/7f/Barbera-2020-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/guiseppe-rinaldi/4399/2020-barbera-d-alba-doc?c=362,1
39,Dolcetto d’Alba DOC,Giuseppe Rinaldi, Italien ,Piemont, 2020 ,red,,13.5,https://www.wein-direktimport.de/media/image/38/4d/d8/Dolcetto-2020-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/guiseppe-rinaldi/4400/2020-dolcetto-d-alba-doc?c=362,1
40,Barbera d'Alba DOC 'Vigna Francia',Giacomo Conterno, Italien ,Piemont, 2019 ,red,55.0,14.0,https://www.wein-direktimport.de/media/image/dd/c8/9c/Barbera-Francia-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4398/2019-barbera-d-alba-doc-vigna-francia?c=362,1
41,Barbera d'Alba DOC 'Vigna Francia' Magnum,Giacomo Conterno, Italien ,Piemont, 2019 ,red,125.0,14.0,https://www.wein-direktimport.de/media/image/db/49/af/Barbera-Francia-2019-MAGNUM-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4397/2019-barbera-d-alba-doc-vigna-francia-magnum?c=362,1
42,Barolo Arione,Giacomo Conterno, Italien ,Piemont, 2017 ,red,245.0,14.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4393/2017-barolo-arione?c=362,1
43,Barolo Cerretta,Giacomo Conterno, Italien ,Piemont, 2017 ,red,245.0,14.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4391/2017-barolo-cerretta?c=362,1
44,Barolo Cerretta Magnum,Giacomo Conterno, Italien ,Piemont, 2017 ,red,520.0,14.0,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/piemont/giacomo-conterno/4390/2017-barolo-cerretta-magnum?c=362,1
45,Ursprung Rotweincuvée,Markus Schneider, Deutschland ,Pfalz, 2020 ,red,10.7,13.5,https://www.wein-direktimport.de/media/image/14/f8/ae/Ursprung-o-JUCfuVxu0btFdU_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-markus-schneider/4382/2020-ursprung-rotweincuvee?c=362,1
46,Borgonero Rosso Toscana,Borgo Scopeto, Italien ,Toscana, 2018 ,red,11.5,13.5,https://www.wein-direktimport.de/media/image/d0/14/a4/Borgo-Scorpeto-Borgonero-2018-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/borgo-scopeto/4378/2018-borgonero-rosso-toscana?c=362,1
47,"Novello ""Fantini""",Farnese Vini srl, Italien ,Abruzzen, 2021 ,red,6.9,13.0,https://www.wein-direktimport.de/media/image/22/4e/75/2021-Novello-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4373/2021-novello-fantini?c=362,1
48,Primitivo di Manduria 'Zolla',Farnese Vini srl, Italien ,Abruzzen, 2020 ,red,9.9,14.5,https://www.wein-direktimport.de/media/image/e7/4a/9b/Zolla-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/apulien-und-abruzzen/farnese/4374/2020-primitivo-di-manduria-zolla?c=362,1
49,Toscana Rosso 'HEBO',Azienda Agricola Petra, Italien ,Maremma, 2019 ,red,12.9,14.0,https://www.wein-direktimport.de/media/image/18/00/5b/Hebo-ZippxNOmo923YiSP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/cantina-petra/3594/2019-toscana-rosso-hebo?c=362,1
50,Côtes du Rhône 'Coudoulet de Beaucastel',Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2019 ,red,22.0,14.5,https://www.wein-direktimport.de/media/image/ab/53/01/Coudoulet-de-Beaucastel-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4360/2019-cotes-du-rhone-coudoulet-de-beaucastel?c=362,1
51,Châteauneuf-du-Pape Rouge,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2019 ,red,85.0,14.5,https://www.wein-direktimport.de/media/image/4f/e5/1e/Chateauneuf-du-Pape-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4362/2019-chateauneuf-du-pape-rouge?c=362,1
52,Gigondas 'L'Argnée' Vieilles Vignes Familie Perrin,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2019 ,red,59.0,14.5,https://www.wein-direktimport.de/media/image/67/f8/g0/L-Argnee-Gigondas-ZIPoDKP7mcZrYO8k_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4361/2019-gigondas-l-argnee-vieilles-vignes-familie-perrin?c=362,1
53,Côtes du Rhône 'Coudoulet de Beaucastel',Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2019 ,red,240.0,14.5,https://www.wein-direktimport.de/media/image/0a/6b/2a/11-plus-1-Coudoulet-de-Beau-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4424/11-1-2019-cotes-du-rhone-coudoulet-de-beaucastel?c=362,1
55,Pinot Noir Laumersheimer Réserve trocken,Weingut Philipp Kuhn, Deutschland ,Pfalz, 2018 ,red,28.0,13.5,https://www.wein-direktimport.de/media/image/32/0a/15/Pinot-Noir-Reserve_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-philipp-kuhn/4338/2018-pinot-noir-laumersheimer-reserve-trocken?c=362,1
56,"""Rooi Olifant""",Markus Schneider, Südafrika ,Stellenbosch, 2018 ,red,19.9,14.0,https://www.wein-direktimport.de/media/image/e9/15/31/Rooi-Olifant-o-J-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/suedafrika/stellenbosch/joint-venture-markus-schneider-danie-steytler-kaapzicht-estate/4324/2018-rooi-olifant?c=362,1
57,Morellino di Scansano Riserva,Fattoria Le Pupille, Italien ,Toscana, 2017 ,red,16.5,14.0,https://www.wein-direktimport.de/media/image/75/4d/05/O-J-Riserva-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/4320/2017-morellino-di-scansano-riserva?c=362,1
58,Morellino di Scansano,Fattoria Le Pupille, Italien ,Toscana, 2020 ,red,11.0,13.5,https://www.wein-direktimport.de/media/image/67/67/e4/Morellino-Vorne-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/4319/2020-morellino-di-scansano?c=362,1
59,Poggio Valente,Fattoria Le Pupille, Italien ,Toscana, 2018 ,red,26.9,14.0,https://www.wein-direktimport.de/media/image/3c/69/f3/Poggio-Valente-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/4321/2018-poggio-valente?c=362,1
60,SAFFREDI,Fattoria Le Pupille, Italien ,Toscana, 2018 ,red,79.0,15.0,https://www.wein-direktimport.de/media/image/db/39/b1/Saffredi-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/4322/2018-saffredi?c=362,1
61,SAFFREDI Magnum,Fattoria Le Pupille, Italien ,Toscana, 2018 ,red,169.5,15.0,https://www.wein-direktimport.de/media/image/db/39/b1/Saffredi-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/4323/2018-saffredi-magnum?c=362,1
62,Nebbiolo d'Alba DOC,Albino Rocca, Italien ,Piemont, 2019 ,red,19.9,14.0,https://www.wein-direktimport.de/media/image/1c/8d/4c/Nebbiolo-d-Alba-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/4313/2019-nebbiolo-d-alba-doc?c=362,1
63,Barbaresco DOCG,Albino Rocca, Italien ,Piemont, 2018 ,red,35.8,14.5,https://www.wein-direktimport.de/media/image/ee/d2/d2/Barbaresco-ZIPHFdy3O9DZ2DFS_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/4314/2018-barbaresco-docg?c=362,1
64,Barbaresco DOCG 'Ronchi',Albino Rocca, Italien ,Piemont, 2018 ,red,55.0,14.5,https://www.wein-direktimport.de/media/image/81/03/96/Barbaresco-Ronchi-ZIPqQYVhemk2tsVr_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/4312/2018-barbaresco-docg-ronchi?c=362,1
65,Barbaresco DOCG 'Ronchi' Riserva Magnum,Albino Rocca, Italien ,Piemont, 2016 ,red,325.0,14.5,https://www.wein-direktimport.de/media/image/75/aa/4e/Barbaresco-Ronchi-Riserva-Magnum-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/4311/2016-barbaresco-docg-ronchi-riserva-magnum?c=362,1
66,Barbaresco DOCG 'Ronchi' Riserva,Albino Rocca, Italien ,Piemont, 2016 ,red,149.0,14.5,https://www.wein-direktimport.de/media/image/86/6a/cf/Barbaresco-Ronchi-Riserva-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/4310/2016-barbaresco-docg-ronchi-riserva?c=362,1
67,"Pinot Noir trocken ""Prago""",Weingut Metzger, Deutschland ,Pfalz, 2018 ,red,28.0,13.0,https://www.wein-direktimport.de/media/image/d6/13/7b/Prago-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/4302/2018-pinot-noir-trocken-prago?c=362,1
68,Chianti Classico Riserva RANCIA,Fèlsina Società Agricola, Italien ,Toscana, 2018 ,red,39.5,13.5,https://www.wein-direktimport.de/media/image/15/e7/48/Rancia-ZIPeIJwAtHzjH0pw_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/4280/2018-chianti-classico-riserva-rancia?c=362,1
69,Chianti Classico Riserva Berardenga,Fèlsina Società Agricola, Italien ,Toscana, 2018 ,red,26.6,13.5,https://www.wein-direktimport.de/media/image/85/85/e9/CH-Classico-Riserva-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/4279/2018-chianti-classico-riserva-berardenga?c=362,1
70,Chianti Classico Berardenga,Fèlsina Società Agricola, Italien ,Toscana, 2019 ,red,15.9,13.0,https://www.wein-direktimport.de/media/image/fd/9f/94/Chianti-Classico-ZIPwtEAVi4EGyDeH_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/4278/2019-chianti-classico-berardenga?c=362,1
71,Chianti Classico Riserva RANCIA Magnum,Fèlsina Società Agricola, Italien ,Toscana, 2018 ,red,86.0,13.5,https://www.wein-direktimport.de/media/image/2e/92/b0/Rancia-Magnum-ZIP_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/magnum-doppelmagnum.../4283/2018-chianti-classico-riserva-rancia-magnum?c=362,1
72,Fontalloro Toscana Rosso,Fèlsina Società Agricola, Italien ,Toscana, 2018 ,red,48.0,14.0,https://www.wein-direktimport.de/media/image/67/e7/71/Fontalloro-ZIPPanmP2cJolipq_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/4281/2018-fontalloro-toscana-rosso?c=362,1
73,Peraj Ha'abib Flor de Primavera,Celler de Capçanes, Spanien ,Tarragona, 2018 ,red,25.9,15.0,https://www.wein-direktimport.de/media/image/46/74/cf/2019-PerajHaabib-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/region-tarragona/celler-de-capcanes/4272/2019-peraj-ha-abib-flor-de-primavera?c=362,1
74,Barolo DOCG 'Gavarini Chiniera',Azienda Agricola Elio Grasso, Italien ,Piemont, 2017 ,red,96.0,14.5,https://www.wein-direktimport.de/media/image/49/43/06/Barolo-Chiniera-ZIPyaZ1kE4kMnR6C_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/4269/2017-barolo-docg-gavarini-chiniera?c=362,1
75,Barolo DOCG 'Ginestra Casa Maté',Azienda Agricola Elio Grasso, Italien ,Piemont, 2017 ,red,96.0,15.0,https://www.wein-direktimport.de/media/image/0b/6a/f8/Barolo-Casa-Mate-ZIPrJBubXS3X83Zb_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/4270/2017-barolo-docg-ginestra-casa-mate?c=362,1
76,Barolo,Reva, Italien ,Piemont, 2017 ,red,41.5,14.5,https://www.wein-direktimport.de/media/image/db/0a/6a/Barolo-2016-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/reva/4268/2017-barolo?c=362,1
77,Morgon 'Corcelette',Domaine Mee Godard, Frankreich ,Bourgogne, 2019 ,red,20.0,14.0,https://www.wein-direktimport.de/media/image/1e/9f/5c/2019-Morgon-Corcelette-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/beaujolais/domaine-mee-godard/4263/2019-morgon-corcelette?c=362,1
78,Moulin à Vent 'Au Michelon',Domaine Mee Godard, Frankreich ,Bourgogne, 2019 ,red,27.9,14.0,https://www.wein-direktimport.de/media/image/e4/b4/a7/2019-Moulin-a-Vent-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/beaujolais/domaine-mee-godard/4262/2019-moulin-a-vent-au-michelon?c=362,1
79,Morgon 'Côte du Py',Domaine Mee Godard, Frankreich ,Bourgogne, 2019 ,red,25.0,14.0,https://www.wein-direktimport.de/media/image/78/ac/0e/2019-Morgon-Py-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/beaujolais/domaine-mee-godard/4264/2019-morgon-cote-du-py?c=362,1
80,"Ribera del Duero ""Gazur""",Bodegas Matallana, Spanien ,Ribera del Duero, 2020 ,red,9.95,14.0,https://www.wein-direktimport.de/media/image/c9/82/b5/2020-Gazur-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/ribera-del-duero/bodeags-matallana-telmo-rodriguez/4251/2020-ribera-del-duero-gazur?c=362,1
81,"""Tohuwabohu"" Rotweincuvée",Markus Schneider, Deutschland ,Pfalz, 2018 ,red,19.9,14.5,https://www.wein-direktimport.de/media/image/92/29/3b/TOHuwabohu-Front-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-markus-schneider/4205/2018-tohuwabohu-rotweincuvee?c=362,1
82,Minervois Tradition,Domaine des Aires Hautes, Frankreich ,Languedoc, 2019 ,red,6.95,14.5,https://www.wein-direktimport.de/media/image/ee/14/b7/Aires-Hautes-Tradtion-2018-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/languedoc/domaine-de-aires-hautes/3456/2019-minervois-tradition?c=362,1
83,Chambertin-Clos de Bèze Grand Cru,Domaine Faiveley, Frankreich ,Bourgogne, 2019 ,red,352.0,13.5,https://www.wein-direktimport.de/media/image/90/d1/60/Clos-de-Beze-GC_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/domaine-faiveley/3885/2019-chambertin-clos-de-beze-grand-cru?c=362,1
